,num_particles,c1,c2,w,seed,max_iter,fitness
274,500,2.0,1.5,0.8,4,75,32499
275,500,2.0,1.5,1.0,0,75,32733
276,500,2.0,1.5,1.0,1,75,32736
277,500,2.0,1.5,1.0,2,75,32559
278,500,2.0,1.5,1.0,3,75,32653
279,500,2.0,1.5,1.0,4,75,32668
280,500,2.0,1.5,1.2,0,75,32606
281,500,2.0,1.5,1.2,1,75,32796
282,500,2.0,1.5,1.2,2,75,32800
283,500,2.0,1.5,1.2,3,75,32818
284,500,2.0,1.5,1.2,4,75,32930
285,500,2.0,1.0,0.8,0,75,32671
286,500,2.0,1.0,0.8,1,75,32633
287,500,2.0,1.0,0.8,2,75,32671
288,500,2.0,1.0,0.8,3,75,32415
289,500,2.0,1.0,0.8,4,75,32649
290,500,2.0,1.0,1.0,0,75,32426
291,500,2.0,1.0,1.0,1,75,32525
292,500,2.0,1.0,1.0,2,75,32505
293,500,2.0,1.0,1.0,3,75,32364
294,500,2.0,1.0,1.0,4,75,32618
295,500,2.0,1.0,1.2,0,75,32684
296,500,2.0,1.0,1.2,1,75,32613
297,500,2.0,1.0,1.2,2,75,32900
298,500,2.0,1.0,1.2,3,75,32874
299,500,2.0,1.0,1.2,4,75,32774
300,500,1.5,3.0,0.8,0,75,32325
301,500,1.5,3.0,0.8,1,75,32962
302,500,1.5,3.0,0.8,2,75,32799
303,500,1.5,3.0,0.8,3,75,32579
304,500,1.5,3.0,0.8,4,75,32104
305,500,1.5,3.0,1.0,0,75,32805
306,500,1.5,3.0,1.0,1,75,32962
307,500,1.5,3.0,1.0,2,75,32573
308,500,1.5,3.0,1.0,3,75,32494
309,500,1.5,3.0,1.0,4,75,32896
310,500,1.5,3.0,1.2,0,75,32606
311,500,1.5,3.0,1.2,1,75,32208
312,500,1.5,3.0,1.2,2,75,32332
313,500,1.5,3.0,1.2,3,75,32050
314,500,1.5,3.0,1.2,4,75,32331
315,500,1.5,2.5,0.8,0,75,32730
316,500,1.5,2.5,0.8,1,75,32650
317,500,1.5,2.5,0.8,2,75,32724
318,500,1.5,2.5,0.8,3,75,32384
319,500,1.5,2.5,0.8,4,75,32261
320,500,1.5,2.5,1.0,0,75,32877
321,500,1.5,2.5,1.0,1,75,32922
322,500,1.5,2.5,1.0,2,75,32217
323,500,1.5,2.5,1.0,3,75,32467
324,500,1.5,2.5,1.0,4,75,32847
325,500,1.5,2.5,1.2,0,75,32896
326,500,1.5,2.5,1.2,1,75,32559
327,500,1.5,2.5,1.2,2,75,32786
328,500,1.5,2.5,1.2,3,75,32221
329,500,1.5,2.5,1.2,4,75,32744
330,500,1.5,2.0,0.8,0,75,32672
331,500,1.5,2.0,0.8,1,75,32561
332,500,1.5,2.0,0.8,2,75,32688
333,500,1.5,2.0,0.8,3,75,32683
334,500,1.5,2.0,0.8,4,75,32603
335,500,1.5,2.0,1.0,0,75,32726
336,500,1.5,2.0,1.0,1,75,32487
337,500,1.5,2.0,1.0,2,75,32771
338,500,1.5,2.0,1.0,3,75,32950
339,500,1.5,2.0,1.0,4,75,32886
340,500,1.5,2.0,1.2,0,75,32719
341,500,1.5,2.0,1.2,1,75,32732
342,500,1.5,2.0,1.2,2,75,32821
343,500,1.5,2.0,1.2,3,75,32832
344,500,1.5,2.0,1.2,4,75,32384
345,500,1.5,1.5,0.8,0,75,32509
346,500,1.5,1.5,0.8,1,75,32662
347,500,1.5,1.5,0.8,2,75,32662
348,500,1.5,1.5,0.8,3,75,32208
349,500,1.5,1.5,0.8,4,75,32554
350,500,1.5,1.5,1.0,0,75,32505
351,500,1.5,1.5,1.0,1,75,32598
352,500,1.5,1.5,1.0,2,75,32769
353,500,1.5,1.5,1.0,3,75,32610
354,500,1.5,1.5,1.0,4,75,32413
355,500,1.5,1.5,1.2,0,75,32558
356,500,1.5,1.5,1.2,1,75,32358
357,500,1.5,1.5,1.2,2,75,32456
358,500,1.5,1.5,1.2,3,75,32448
359,500,1.5,1.5,1.2,4,75,32762
360,500,1.5,1.0,0.8,0,75,32449
361,500,1.5,1.0,0.8,1,75,32556
362,500,1.5,1.0,0.8,2,75,32633
363,500,1.5,1.0,0.8,3,75,32403
364,500,1.5,1.0,0.8,4,75,32578
365,500,1.5,1.0,1.0,0,75,32672
366,500,1.5,1.0,1.0,1,75,32570
367,500,1.5,1.0,1.0,2,75,32485
368,500,1.5,1.0,1.0,3,75,32393
369,500,1.5,1.0,1.0,4,75,32667
370,500,1.5,1.0,1.2,0,75,32917
371,500,1.5,1.0,1.2,1,75,32826
372,500,1.5,1.0,1.2,2,75,32957
373,500,1.5,1.0,1.2,3,75,32836
374,500,1.5,1.0,1.2,4,75,32658
375,500,1.0,3.0,0.8,0,75,32490
376,500,1.0,3.0,0.8,1,75,32950
377,500,1.0,3.0,0.8,2,75,32819
378,500,1.0,3.0,0.8,3,75,32494
379,500,1.0,3.0,0.8,4,75,32377
380,500,1.0,3.0,1.0,0,75,32584
381,500,1.0,3.0,1.0,1,75,32696
382,500,1.0,3.0,1.0,2,75,32530
383,500,1.0,3.0,1.0,3,75,32325
384,500,1.0,3.0,1.0,4,75,32744
385,500,1.0,3.0,1.2,0,75,32665
386,500,1.0,3.0,1.2,1,75,32930
387,500,1.0,3.0,1.2,2,75,32686
388,500,1.0,3.0,1.2,3,75,32578
389,500,1.0,3.0,1.2,4,75,32451
390,500,1.0,2.5,0.8,0,75,32597
391,500,1.0,2.5,0.8,1,75,32582
392,500,1.0,2.5,0.8,2,75,32601
393,500,1.0,2.5,0.8,3,75,32030
394,500,1.0,2.5,0.8,4,75,32744
395,500,1.0,2.5,1.0,0,75,32648
396,500,1.0,2.5,1.0,1,75,32399
397,500,1.0,2.5,1.0,2,75,32378
398,500,1.0,2.5,1.0,3,75,32066
399,500,1.0,2.5,1.0,4,75,32922
400,500,1.0,2.5,1.2,0,75,32760
401,500,1.0,2.5,1.2,1,75,32950
402,500,1.0,2.5,1.2,2,75,32688
403,500,1.0,2.5,1.2,3,75,32562
404,500,1.0,2.5,1.2,4,75,32286
405,500,1.0,2.0,0.8,0,75,32486
406,500,1.0,2.0,0.8,1,75,32659
407,500,1.0,2.0,0.8,2,75,32838
408,500,1.0,2.0,0.8,3,75,32615
409,500,1.0,2.0,0.8,4,75,32537
410,500,1.0,2.0,1.0,0,75,32602
411,500,1.0,2.0,1.0,1,75,32148
412,500,1.0,2.0,1.0,2,75,32692
413,500,1.0,2.0,1.0,3,75,32860
414,500,1.0,2.0,1.0,4,75,32945
415,500,1.0,2.0,1.2,0,75,32914
416,500,1.0,2.0,1.2,1,75,32886
417,500,1.0,2.0,1.2,2,75,32810
418,500,1.0,2.0,1.2,3,75,32962
419,500,1.0,2.0,1.2,4,75,32562
420,500,1.0,1.5,0.8,0,75,32654
421,500,1.0,1.5,0.8,1,75,32546
422,500,1.0,1.5,0.8,2,75,32568
423,500,1.0,1.5,0.8,3,75,32005
424,500,1.0,1.5,0.8,4,75,32535
425,500,1.0,1.5,1.0,0,75,32385
426,500,1.0,1.5,1.0,1,75,32744
427,500,1.0,1.5,1.0,2,75,32454
428,500,1.0,1.5,1.0,3,75,32557
429,500,1.0,1.5,1.0,4,75,32385
430,500,1.0,1.5,1.2,0,75,32595
431,500,1.0,1.5,1.2,1,75,32380
432,500,1.0,1.5,1.2,2,75,32489
433,500,1.0,1.5,1.2,3,75,32419
434,500,1.0,1.5,1.2,4,75,32576
435,500,1.0,1.0,0.8,0,75,32313
436,500,1.0,1.0,0.8,1,75,32516
437,500,1.0,1.0,0.8,2,75,32388
438,500,1.0,1.0,0.8,3,75,32283
439,500,1.0,1.0,0.8,4,75,32414
440,500,1.0,1.0,1.0,0,75,32652
441,500,1.0,1.0,1.0,1,75,32485
442,500,1.0,1.0,1.0,2,75,32615
443,500,1.0,1.0,1.0,3,75,32376
444,500,1.0,1.0,1.0,4,75,32683
445,500,1.0,1.0,1.2,0,75,32950
446,500,1.0,1.0,1.2,1,75,32479
447,500,1.0,1.0,1.2,2,75,32794
448,500,1.0,1.0,1.2,3,75,32694
449,500,1.0,1.0,1.2,4,75,32638
0,100,2.5,3.0,0.8,0,75,31959
1,100,2.5,3.0,0.8,1,75,32622
2,100,2.5,3.0,0.8,2,75,32817
3,100,2.5,3.0,0.8,3,75,32624
4,100,2.5,3.0,0.8,4,75,32544
5,100,2.5,3.0,1.0,0,75,32609
6,100,2.5,3.0,1.0,1,75,32679
7,100,2.5,3.0,1.0,2,75,32668
8,100,2.5,3.0,1.0,3,75,32365
9,100,2.5,3.0,1.0,4,75,32517
10,100,2.5,3.0,1.2,0,75,32917
11,100,2.5,3.0,1.2,1,75,32788
12,100,2.5,3.0,1.2,2,75,30277
13,100,2.5,3.0,1.2,3,75,32110
14,100,2.5,3.0,1.2,4,75,32788
15,100,2.5,2.5,0.8,0,75,32688
16,100,2.5,2.5,0.8,1,75,32665
17,100,2.5,2.5,0.8,2,75,32426
18,100,2.5,2.5,0.8,3,75,32818
19,100,2.5,2.5,0.8,4,75,32490
20,100,2.5,2.5,1.0,0,75,32881
21,100,2.5,2.5,1.0,1,75,32818
22,100,2.5,2.5,1.0,2,75,32877
23,100,2.5,2.5,1.0,3,75,32715
24,100,2.5,2.5,1.0,4,75,32658
25,100,2.5,2.5,1.2,0,75,32481
26,100,2.5,2.5,1.2,1,75,32694
27,100,2.5,2.5,1.2,2,75,31790
28,100,2.5,2.5,1.2,3,75,32130
29,100,2.5,2.5,1.2,4,75,32767
30,100,2.5,2.0,0.8,0,75,32541
31,100,2.5,2.0,0.8,1,75,32710
32,100,2.5,2.0,0.8,2,75,32774
33,100,2.5,2.0,0.8,3,75,32613
34,100,2.5,2.0,0.8,4,75,32912
35,100,2.5,2.0,1.0,0,75,32225
36,100,2.5,2.0,1.0,1,75,32699
37,100,2.5,2.0,1.0,2,75,32483
38,100,2.5,2.0,1.0,3,75,32700
39,100,2.5,2.0,1.0,4,75,32529
40,100,2.5,2.0,1.2,0,75,32794
41,100,2.5,2.0,1.2,1,75,32757
42,100,2.5,2.0,1.2,2,75,32638
43,100,2.5,2.0,1.2,3,75,32771
44,100,2.5,2.0,1.2,4,75,32836
45,100,2.5,1.5,0.8,0,75,32455
46,100,2.5,1.5,0.8,1,75,32544
47,100,2.5,1.5,0.8,2,75,32623
48,100,2.5,1.5,0.8,3,75,32471
49,100,2.5,1.5,0.8,4,75,32491
50,100,2.5,1.5,1.0,0,75,32765
51,100,2.5,1.5,1.0,1,75,32387
52,100,2.5,1.5,1.0,2,75,32621
53,100,2.5,1.5,1.0,3,75,32573
54,100,2.5,1.5,1.0,4,75,32761
55,100,2.5,1.5,1.2,0,75,32576
56,100,2.5,1.5,1.2,1,75,32866
57,100,2.5,1.5,1.2,2,75,32316
58,100,2.5,1.5,1.2,3,75,32180
59,100,2.5,1.5,1.2,4,75,32957
60,100,2.5,1.0,0.8,0,75,32457
61,100,2.5,1.0,0.8,1,75,32483
62,100,2.5,1.0,0.8,2,75,32550
63,100,2.5,1.0,0.8,3,75,32045
64,100,2.5,1.0,0.8,4,75,32447
65,100,2.5,1.0,1.0,0,75,32619
66,100,2.5,1.0,1.0,1,75,32647
67,100,2.5,1.0,1.0,2,75,32517
68,100,2.5,1.0,1.0,3,75,32566
69,100,2.5,1.0,1.0,4,75,32741
70,100,2.5,1.0,1.2,0,75,32669
71,100,2.5,1.0,1.2,1,75,32837
72,100,2.5,1.0,1.2,2,75,32590
73,100,2.5,1.0,1.2,3,75,32600
74,100,2.5,1.0,1.2,4,75,32652
75,100,1.5,3.0,0.8,0,75,32710
76,100,1.5,3.0,0.8,1,75,32575
77,100,1.5,3.0,0.8,2,75,31027
78,100,1.5,3.0,0.8,3,75,32584
79,100,1.5,3.0,0.8,4,75,32501
80,100,1.5,3.0,1.0,0,75,31684
81,100,1.5,3.0,1.0,1,75,32799
82,100,1.5,3.0,1.0,2,75,31235
83,100,1.5,3.0,1.0,3,75,32520
84,100,1.5,3.0,1.0,4,75,32842
85,100,1.5,3.0,1.2,0,75,31992
86,100,1.5,3.0,1.2,1,75,31348
87,100,1.5,3.0,1.2,2,75,32347
88,100,1.5,3.0,1.2,3,75,32808
89,100,1.5,3.0,1.2,4,75,32629
90,100,1.5,2.5,0.8,0,75,32655
91,100,1.5,2.5,0.8,1,75,32786
92,100,1.5,2.5,0.8,2,75,32733
93,100,1.5,2.5,0.8,3,75,32212
94,100,1.5,2.5,0.8,4,75,32674
95,100,1.5,2.5,1.0,0,75,32404
96,100,1.5,2.5,1.0,1,75,32553
97,100,1.5,2.5,1.0,2,75,32006
98,100,1.5,2.5,1.0,3,75,32446
99,100,1.5,2.5,1.0,4,75,32257
100,100,1.5,2.5,1.2,0,75,32002
101,100,1.5,2.5,1.2,1,75,32774
102,100,1.5,2.5,1.2,2,75,31394
103,100,1.5,2.5,1.2,3,75,31462
104,100,1.5,2.5,1.2,4,75,32706
105,100,1.5,2.0,0.8,0,75,32437
106,100,1.5,2.0,0.8,1,75,32024
107,100,1.5,2.0,0.8,2,75,31652
108,100,1.5,2.0,0.8,3,75,32370
109,100,1.5,2.0,0.8,4,75,32594
110,100,1.5,2.0,1.0,0,75,32666
111,100,1.5,2.0,1.0,1,75,32914
112,100,1.5,2.0,1.0,2,75,31760
113,100,1.5,2.0,1.0,3,75,32336
114,100,1.5,2.0,1.0,4,75,32741
115,100,1.5,2.0,1.2,0,75,32828
116,100,1.5,2.0,1.2,1,75,32665
117,100,1.5,2.0,1.2,2,75,31938
118,100,1.5,2.0,1.2,3,75,32633
119,100,1.5,2.0,1.2,4,75,32439
120,100,1.5,1.5,0.8,0,75,32478
121,100,1.5,1.5,0.8,1,75,32399
122,100,1.5,1.5,0.8,2,75,32372
123,100,1.5,1.5,0.8,3,75,32067
124,100,1.5,1.5,0.8,4,75,32169
125,100,1.5,1.5,1.0,0,75,32363
126,100,1.5,1.5,1.0,1,75,32640
127,100,1.5,1.5,1.0,2,75,32709
128,100,1.5,1.5,1.0,3,75,32308
129,100,1.5,1.5,1.0,4,75,32350
130,100,1.5,1.5,1.2,0,75,32473
131,100,1.5,1.5,1.2,1,75,32747
132,100,1.5,1.5,1.2,2,75,32421
133,100,1.5,1.5,1.2,3,75,32038
134,100,1.5,1.5,1.2,4,75,32914
135,100,1.5,1.0,0.8,0,75,31954
136,100,1.5,1.0,0.8,1,75,32375
137,100,1.5,1.0,0.8,2,75,32314
138,100,1.5,1.0,0.8,3,75,32071
139,100,1.5,1.0,0.8,4,75,32294
140,100,1.5,1.0,1.0,0,75,32665
141,100,1.5,1.0,1.0,1,75,32349
142,100,1.5,1.0,1.0,2,75,32424
143,100,1.5,1.0,1.0,3,75,32604
144,100,1.5,1.0,1.0,4,75,32503
145,100,1.5,1.0,1.2,0,75,32727
146,100,1.5,1.0,1.2,1,75,32634
147,100,1.5,1.0,1.2,2,75,32368
148,100,1.5,1.0,1.2,3,75,32672
149,100,1.5,1.0,1.2,4,75,32887
150,100,1.0,3.0,0.8,0,75,32851
151,100,1.0,3.0,0.8,1,75,32664
152,100,1.0,3.0,0.8,2,75,31674
153,100,1.0,3.0,0.8,3,75,32214
154,100,1.0,3.0,0.8,4,75,32589
155,100,1.0,3.0,1.0,0,75,32607
156,100,1.0,3.0,1.0,1,75,31800
157,100,1.0,3.0,1.0,2,75,32928
158,100,1.0,3.0,1.0,3,75,32421
159,100,1.0,3.0,1.0,4,75,32792
160,100,1.0,3.0,1.2,0,75,32850
161,100,1.0,3.0,1.2,1,75,32775
162,100,1.0,3.0,1.2,2,75,31933
163,100,1.0,3.0,1.2,3,75,32730
164,100,1.0,3.0,1.2,4,75,32792
165,100,1.0,2.5,0.8,0,75,32460
166,100,1.0,2.5,0.8,1,75,32446
167,100,1.0,2.5,0.8,2,75,31598
168,100,1.0,2.5,0.8,3,75,32464
169,100,1.0,2.5,0.8,4,75,31544
170,100,1.0,2.5,1.0,0,75,32598
171,100,1.0,2.5,1.0,1,75,32269
172,100,1.0,2.5,1.0,2,75,31550
173,100,1.0,2.5,1.0,3,75,32779
174,100,1.0,2.5,1.0,4,75,32957
175,100,1.0,2.5,1.2,0,75,32902
176,100,1.0,2.5,1.2,1,75,32769
177,100,1.0,2.5,1.2,2,75,31470
178,100,1.0,2.5,1.2,3,75,32384
179,100,1.0,2.5,1.2,4,75,32653
180,100,1.0,2.0,0.8,0,75,32231
181,100,1.0,2.0,0.8,1,75,32548
182,100,1.0,2.0,0.8,2,75,31847
183,100,1.0,2.0,0.8,3,75,32052
184,100,1.0,2.0,0.8,4,75,32449
185,100,1.0,2.0,1.0,0,75,32778
186,100,1.0,2.0,1.0,1,75,32221
187,100,1.0,2.0,1.0,2,75,32169
188,100,1.0,2.0,1.0,3,75,32547
189,100,1.0,2.0,1.0,4,75,32826
190,100,1.0,2.0,1.2,0,75,32922
191,100,1.0,2.0,1.2,1,75,32757
192,100,1.0,2.0,1.2,2,75,31812
193,100,1.0,2.0,1.2,3,75,32750
194,100,1.0,2.0,1.2,4,75,32507
195,100,1.0,1.5,0.8,0,75,32521
196,100,1.0,1.5,0.8,1,75,32301
197,100,1.0,1.5,0.8,2,75,31991
198,100,1.0,1.5,0.8,3,75,31706
199,100,1.0,1.5,0.8,4,75,31960
200,100,1.0,1.5,1.0,0,75,32514
201,100,1.0,1.5,1.0,1,75,32562
202,100,1.0,1.5,1.0,2,75,32113
203,100,1.0,1.5,1.0,3,75,32191
204,100,1.0,1.5,1.0,4,75,32606
205,100,1.0,1.5,1.2,0,75,32412
206,100,1.0,1.5,1.2,1,75,32802
207,100,1.0,1.5,1.2,2,75,32162
208,100,1.0,1.5,1.2,3,75,31886
209,100,1.0,1.5,1.2,4,75,32465
210,100,1.0,1.0,0.8,0,75,32090
211,100,1.0,1.0,0.8,1,75,31785
212,100,1.0,1.0,0.8,2,75,31170
213,100,1.0,1.0,0.8,3,75,31795
214,100,1.0,1.0,0.8,4,75,32087
215,100,1.0,1.0,1.0,0,75,32684
216,100,1.0,1.0,1.0,1,75,32773
217,100,1.0,1.0,1.0,2,75,32448
218,100,1.0,1.0,1.0,3,75,32340
219,100,1.0,1.0,1.0,4,75,32629
220,100,1.0,1.0,1.2,0,75,32754
221,100,1.0,1.0,1.2,1,75,32360
222,100,1.0,1.0,1.2,2,75,31402
223,100,1.0,1.0,1.2,3,75,32791
224,100,1.0,1.0,1.2,4,75,32651
225,100,3.0,3.0,0.8,0,75,32957
226,100,3.0,3.0,0.8,1,75,31663
227,100,3.0,3.0,0.8,2,75,32924
228,100,3.0,3.0,0.8,3,75,32786
229,100,3.0,3.0,0.8,4,75,32737
