,num_particles,c1,c2,w,seed,max_iter,fitness
230,100,3.0,3.0,1.0,0,75,32599
231,100,3.0,3.0,1.0,1,75,32396
232,100,3.0,3.0,1.0,2,75,32691
233,100,3.0,3.0,1.0,3,75,32785
234,100,3.0,3.0,1.0,4,75,32273
235,100,3.0,3.0,1.2,0,75,32785
236,100,3.0,3.0,1.2,1,75,32754
237,100,3.0,3.0,1.2,2,75,31706
238,100,3.0,3.0,1.2,3,75,32480
239,100,3.0,3.0,1.2,4,75,32762
240,100,3.0,2.5,0.8,0,75,32325
241,100,3.0,2.5,0.8,1,75,32857
242,100,3.0,2.5,0.8,2,75,32802
243,100,3.0,2.5,0.8,3,75,32779
244,100,3.0,2.5,0.8,4,75,32629
245,100,3.0,2.5,1.0,0,75,32548
246,100,3.0,2.5,1.0,1,75,32910
247,100,3.0,2.5,1.0,2,75,32181
248,100,3.0,2.5,1.0,3,75,32529
249,100,3.0,2.5,1.0,4,75,32598
250,100,3.0,2.5,1.2,0,75,32805
251,100,3.0,2.5,1.2,1,75,32668
252,100,3.0,2.5,1.2,2,75,31757
253,100,3.0,2.5,1.2,3,75,32574
254,100,3.0,2.5,1.2,4,75,32550
255,100,3.0,2.0,0.8,0,75,32750
256,100,3.0,2.0,0.8,1,75,32544
257,100,3.0,2.0,0.8,2,75,32554
258,100,3.0,2.0,0.8,3,75,32714
259,100,3.0,2.0,0.8,4,75,32911
260,100,3.0,2.0,1.0,0,75,32804
261,100,3.0,2.0,1.0,1,75,32805
262,100,3.0,2.0,1.0,2,75,32877
263,100,3.0,2.0,1.0,3,75,32706
264,100,3.0,2.0,1.0,4,75,32876
265,100,3.0,2.0,1.2,0,75,32772
266,100,3.0,2.0,1.2,1,75,32812
267,100,3.0,2.0,1.2,2,75,31828
268,100,3.0,2.0,1.2,3,75,32827
269,100,3.0,2.0,1.2,4,75,32837
270,100,3.0,1.5,0.8,0,75,32509
271,100,3.0,1.5,0.8,1,75,32533
272,100,3.0,1.5,0.8,2,75,32485
273,100,3.0,1.5,0.8,3,75,32516
274,100,3.0,1.5,0.8,4,75,32590
275,100,3.0,1.5,1.0,0,75,32465
276,100,3.0,1.5,1.0,1,75,32856
277,100,3.0,1.5,1.0,2,75,32498
278,100,3.0,1.5,1.0,3,75,32586
279,100,3.0,1.5,1.0,4,75,32561
280,100,3.0,1.5,1.2,0,75,32841
281,100,3.0,1.5,1.2,1,75,32709
282,100,3.0,1.5,1.2,2,75,32591
283,100,3.0,1.5,1.2,3,75,32446
284,100,3.0,1.5,1.2,4,75,32854
285,100,3.0,1.0,0.8,0,75,32394
286,100,3.0,1.0,0.8,1,75,32551
287,100,3.0,1.0,0.8,2,75,32484
288,100,3.0,1.0,0.8,3,75,32491
289,100,3.0,1.0,0.8,4,75,32647
290,100,3.0,1.0,1.0,0,75,32363
291,100,3.0,1.0,1.0,1,75,32640
292,100,3.0,1.0,1.0,2,75,32373
293,100,3.0,1.0,1.0,3,75,32518
294,100,3.0,1.0,1.0,4,75,32625
295,100,3.0,1.0,1.2,0,75,32669
296,100,3.0,1.0,1.2,1,75,32884
297,100,3.0,1.0,1.2,2,75,32582
298,100,3.0,1.0,1.2,3,75,32669
299,100,3.0,1.0,1.2,4,75,32635
300,100,2.0,3.0,0.8,0,75,32350
301,100,2.0,3.0,0.8,1,75,32782
302,100,2.0,3.0,0.8,2,75,32678
303,100,2.0,3.0,0.8,3,75,32394
304,100,2.0,3.0,0.8,4,75,32110
305,100,2.0,3.0,1.0,0,75,32962
306,100,2.0,3.0,1.0,1,75,32769
307,100,2.0,3.0,1.0,2,75,32804
308,100,2.0,3.0,1.0,3,75,31909
309,100,2.0,3.0,1.0,4,75,32877
310,100,2.0,3.0,1.2,0,75,32383
311,100,2.0,3.0,1.2,1,75,32806
312,100,2.0,3.0,1.2,2,75,31531
313,100,2.0,3.0,1.2,3,75,32599
314,100,2.0,3.0,1.2,4,75,32532
315,100,2.0,2.5,0.8,0,75,32833
316,100,2.0,2.5,0.8,1,75,32749
317,100,2.0,2.5,0.8,2,75,32696
318,100,2.0,2.5,0.8,3,75,32684
319,100,2.0,2.5,0.8,4,75,32104
320,100,2.0,2.5,1.0,0,75,32736
321,100,2.0,2.5,1.0,1,75,32823
322,100,2.0,2.5,1.0,2,75,32710
323,100,2.0,2.5,1.0,3,75,32599
324,100,2.0,2.5,1.0,4,75,32861
325,100,2.0,2.5,1.2,0,75,31839
326,100,2.0,2.5,1.2,1,75,32784
327,100,2.0,2.5,1.2,2,75,32539
328,100,2.0,2.5,1.2,3,75,32093
329,100,2.0,2.5,1.2,4,75,32196
330,100,2.0,2.0,0.8,0,75,32830
331,100,2.0,2.0,0.8,1,75,32719
332,100,2.0,2.0,0.8,2,75,31783
333,100,2.0,2.0,0.8,3,75,32286
334,100,2.0,2.0,0.8,4,75,32742
335,100,2.0,2.0,1.0,0,75,32558
336,100,2.0,2.0,1.0,1,75,32812
337,100,2.0,2.0,1.0,2,75,32896
338,100,2.0,2.0,1.0,3,75,32605
339,100,2.0,2.0,1.0,4,75,32717
340,100,2.0,2.0,1.2,0,75,32430
341,100,2.0,2.0,1.2,1,75,32638
342,100,2.0,2.0,1.2,2,75,31898
343,100,2.0,2.0,1.2,3,75,32355
344,100,2.0,2.0,1.2,4,75,32569
345,100,2.0,1.5,0.8,0,75,32330
346,100,2.0,1.5,0.8,1,75,32670
347,100,2.0,1.5,0.8,2,75,32529
348,100,2.0,1.5,0.8,3,75,32165
349,100,2.0,1.5,0.8,4,75,32484
350,100,2.0,1.5,1.0,0,75,32745
351,100,2.0,1.5,1.0,1,75,32661
352,100,2.0,1.5,1.0,2,75,32749
353,100,2.0,1.5,1.0,3,75,32333
354,100,2.0,1.5,1.0,4,75,32339
355,100,2.0,1.5,1.2,0,75,32246
356,100,2.0,1.5,1.2,1,75,32473
357,100,2.0,1.5,1.2,2,75,32898
358,100,2.0,1.5,1.2,3,75,32414
359,100,2.0,1.5,1.2,4,75,32424
360,100,2.0,1.0,0.8,0,75,32218
361,100,2.0,1.0,0.8,1,75,32349
362,100,2.0,1.0,0.8,2,75,32305
363,100,2.0,1.0,0.8,3,75,32334
364,100,2.0,1.0,0.8,4,75,32351
365,100,2.0,1.0,1.0,0,75,32578
366,100,2.0,1.0,1.0,1,75,32452
367,100,2.0,1.0,1.0,2,75,32578
368,100,2.0,1.0,1.0,3,75,32608
369,100,2.0,1.0,1.0,4,75,32576
370,100,2.0,1.0,1.2,0,75,32440
371,100,2.0,1.0,1.2,1,75,32654
372,100,2.0,1.0,1.2,2,75,32543
373,100,2.0,1.0,1.2,3,75,32689
374,100,2.0,1.0,1.2,4,75,32883
