,total_profit,algorithm,nbr_func,its,seed,elitism_enum,crossover,selection,popsize,tsize,pmut,zero_prob
35,31442,GA,int_nbr_every_day,50000,4,5,uniform_crossover,tournament_select,200,5,0.05,0.1
36,32755,GA,int_nbr_every_day,50000,4,10,uniform_crossover,tournament_select,200,3,0.05,0.01
37,31400,GA,int_nbr_every_day,50000,4,10,uniform_crossover,tournament_select,200,3,0.05,0.1
38,32570,GA,int_nbr_every_day,50000,4,10,uniform_crossover,tournament_select,200,5,0.05,0.01
39,31144,GA,int_nbr_every_day,50000,4,10,uniform_crossover,tournament_select,200,5,0.05,0.1
40,29468,GA,int_nbr_one_day,50000,0,5,uniform_crossover,tournament_select,200,3,0.05,0.01
41,29641,GA,int_nbr_one_day,50000,0,5,uniform_crossover,tournament_select,200,3,0.05,0.1
42,29436,GA,int_nbr_one_day,50000,0,5,uniform_crossover,tournament_select,200,5,0.05,0.01
43,29323,GA,int_nbr_one_day,50000,0,5,uniform_crossover,tournament_select,200,5,0.05,0.1
44,29640,GA,int_nbr_one_day,50000,0,10,uniform_crossover,tournament_select,200,3,0.05,0.01
45,29708,GA,int_nbr_one_day,50000,0,10,uniform_crossover,tournament_select,200,3,0.05,0.1
46,29884,GA,int_nbr_one_day,50000,0,10,uniform_crossover,tournament_select,200,5,0.05,0.01
47,29829,GA,int_nbr_one_day,50000,0,10,uniform_crossover,tournament_select,200,5,0.05,0.1
48,29643,GA,int_nbr_one_day,50000,1,5,uniform_crossover,tournament_select,200,3,0.05,0.01
49,29532,GA,int_nbr_one_day,50000,1,5,uniform_crossover,tournament_select,200,3,0.05,0.1
50,29421,GA,int_nbr_one_day,50000,1,5,uniform_crossover,tournament_select,200,5,0.05,0.01
51,29592,GA,int_nbr_one_day,50000,1,5,uniform_crossover,tournament_select,200,5,0.05,0.1
52,29621,GA,int_nbr_one_day,50000,1,10,uniform_crossover,tournament_select,200,3,0.05,0.01
53,29856,GA,int_nbr_one_day,50000,1,10,uniform_crossover,tournament_select,200,3,0.05,0.1
54,29379,GA,int_nbr_one_day,50000,1,10,uniform_crossover,tournament_select,200,5,0.05,0.01
55,29521,GA,int_nbr_one_day,50000,1,10,uniform_crossover,tournament_select,200,5,0.05,0.1
56,29608,GA,int_nbr_one_day,50000,2,5,uniform_crossover,tournament_select,200,3,0.05,0.01
57,29883,GA,int_nbr_one_day,50000,2,5,uniform_crossover,tournament_select,200,3,0.05,0.1
58,29785,GA,int_nbr_one_day,50000,2,5,uniform_crossover,tournament_select,200,5,0.05,0.01
59,29864,GA,int_nbr_one_day,50000,2,5,uniform_crossover,tournament_select,200,5,0.05,0.1
60,29583,GA,int_nbr_one_day,50000,2,10,uniform_crossover,tournament_select,200,3,0.05,0.01
61,29404,GA,int_nbr_one_day,50000,2,10,uniform_crossover,tournament_select,200,3,0.05,0.1
62,29920,GA,int_nbr_one_day,50000,2,10,uniform_crossover,tournament_select,200,5,0.05,0.01
63,29755,GA,int_nbr_one_day,50000,2,10,uniform_crossover,tournament_select,200,5,0.05,0.1
64,29702,GA,int_nbr_one_day,50000,3,5,uniform_crossover,tournament_select,200,3,0.05,0.01
65,29519,GA,int_nbr_one_day,50000,3,5,uniform_crossover,tournament_select,200,3,0.05,0.1
66,28835,GA,int_nbr_one_day,50000,3,5,uniform_crossover,tournament_select,200,5,0.05,0.01
67,28838,GA,int_nbr_one_day,50000,3,5,uniform_crossover,tournament_select,200,5,0.05,0.1
68,29724,GA,int_nbr_one_day,50000,3,10,uniform_crossover,tournament_select,200,3,0.05,0.01
69,29915,GA,int_nbr_one_day,50000,3,10,uniform_crossover,tournament_select,200,3,0.05,0.1
70,29196,GA,int_nbr_one_day,50000,3,10,uniform_crossover,tournament_select,200,5,0.05,0.01
71,29533,GA,int_nbr_one_day,50000,3,10,uniform_crossover,tournament_select,200,5,0.05,0.1
72,29312,GA,int_nbr_one_day,50000,4,5,uniform_crossover,tournament_select,200,3,0.05,0.01
73,29757,GA,int_nbr_one_day,50000,4,5,uniform_crossover,tournament_select,200,3,0.05,0.1
74,28823,GA,int_nbr_one_day,50000,4,5,uniform_crossover,tournament_select,200,5,0.05,0.01
75,29681,GA,int_nbr_one_day,50000,4,5,uniform_crossover,tournament_select,200,5,0.05,0.1
76,30040,GA,int_nbr_one_day,50000,4,10,uniform_crossover,tournament_select,200,3,0.05,0.01
77,29656,GA,int_nbr_one_day,50000,4,10,uniform_crossover,tournament_select,200,3,0.05,0.1
78,29774,GA,int_nbr_one_day,50000,4,10,uniform_crossover,tournament_select,200,5,0.05,0.01
79,29787,GA,int_nbr_one_day,50000,4,10,uniform_crossover,tournament_select,200,5,0.05,0.1
80,32457,GA,int_nbr_both_dc_everyday,50000,0,5,uniform_crossover,tournament_select,200,3,0.05,0.01
81,30418,GA,int_nbr_both_dc_everyday,50000,0,5,uniform_crossover,tournament_select,200,3,0.05,0.1
82,32604,GA,int_nbr_both_dc_everyday,50000,0,5,uniform_crossover,tournament_select,200,5,0.05,0.01
83,29970,GA,int_nbr_both_dc_everyday,50000,0,5,uniform_crossover,tournament_select,200,5,0.05,0.1
84,32631,GA,int_nbr_both_dc_everyday,50000,0,10,uniform_crossover,tournament_select,200,3,0.05,0.01
85,30790,GA,int_nbr_both_dc_everyday,50000,0,10,uniform_crossover,tournament_select,200,3,0.05,0.1
86,32771,GA,int_nbr_both_dc_everyday,50000,0,10,uniform_crossover,tournament_select,200,5,0.05,0.01
87,29899,GA,int_nbr_both_dc_everyday,50000,0,10,uniform_crossover,tournament_select,200,5,0.05,0.1
88,32417,GA,int_nbr_both_dc_everyday,50000,1,5,uniform_crossover,tournament_select,200,3,0.05,0.01
89,30545,GA,int_nbr_both_dc_everyday,50000,1,5,uniform_crossover,tournament_select,200,3,0.05,0.1
90,32747,GA,int_nbr_both_dc_everyday,50000,1,5,uniform_crossover,tournament_select,200,5,0.05,0.01
91,30589,GA,int_nbr_both_dc_everyday,50000,1,5,uniform_crossover,tournament_select,200,5,0.05,0.1
92,32560,GA,int_nbr_both_dc_everyday,50000,1,10,uniform_crossover,tournament_select,200,3,0.05,0.01
93,30158,GA,int_nbr_both_dc_everyday,50000,1,10,uniform_crossover,tournament_select,200,3,0.05,0.1
94,32591,GA,int_nbr_both_dc_everyday,50000,1,10,uniform_crossover,tournament_select,200,5,0.05,0.01
95,30216,GA,int_nbr_both_dc_everyday,50000,1,10,uniform_crossover,tournament_select,200,5,0.05,0.1
96,32490,GA,int_nbr_both_dc_everyday,50000,2,5,uniform_crossover,tournament_select,200,3,0.05,0.01
97,30367,GA,int_nbr_both_dc_everyday,50000,2,5,uniform_crossover,tournament_select,200,3,0.05,0.1
98,32797,GA,int_nbr_both_dc_everyday,50000,2,5,uniform_crossover,tournament_select,200,5,0.05,0.01
99,30291,GA,int_nbr_both_dc_everyday,50000,2,5,uniform_crossover,tournament_select,200,5,0.05,0.1
100,32454,GA,int_nbr_both_dc_everyday,50000,2,10,uniform_crossover,tournament_select,200,3,0.05,0.01
101,30714,GA,int_nbr_both_dc_everyday,50000,2,10,uniform_crossover,tournament_select,200,3,0.05,0.1
102,32584,GA,int_nbr_both_dc_everyday,50000,2,10,uniform_crossover,tournament_select,200,5,0.05,0.01
103,30532,GA,int_nbr_both_dc_everyday,50000,2,10,uniform_crossover,tournament_select,200,5,0.05,0.1
104,32612,GA,int_nbr_both_dc_everyday,50000,3,5,uniform_crossover,tournament_select,200,3,0.05,0.01
105,31097,GA,int_nbr_both_dc_everyday,50000,3,5,uniform_crossover,tournament_select,200,3,0.05,0.1
106,32623,GA,int_nbr_both_dc_everyday,50000,3,5,uniform_crossover,tournament_select,200,5,0.05,0.01
107,30407,GA,int_nbr_both_dc_everyday,50000,3,5,uniform_crossover,tournament_select,200,5,0.05,0.1
108,32531,GA,int_nbr_both_dc_everyday,50000,3,10,uniform_crossover,tournament_select,200,3,0.05,0.01
109,30416,GA,int_nbr_both_dc_everyday,50000,3,10,uniform_crossover,tournament_select,200,3,0.05,0.1
110,32637,GA,int_nbr_both_dc_everyday,50000,3,10,uniform_crossover,tournament_select,200,5,0.05,0.01
111,30407,GA,int_nbr_both_dc_everyday,50000,3,10,uniform_crossover,tournament_select,200,5,0.05,0.1
112,32766,GA,int_nbr_both_dc_everyday,50000,4,5,uniform_crossover,tournament_select,200,3,0.05,0.01
113,30524,GA,int_nbr_both_dc_everyday,50000,4,5,uniform_crossover,tournament_select,200,3,0.05,0.1
114,32593,GA,int_nbr_both_dc_everyday,50000,4,5,uniform_crossover,tournament_select,200,5,0.05,0.01
115,29449,GA,int_nbr_both_dc_everyday,50000,4,5,uniform_crossover,tournament_select,200,5,0.05,0.1
116,32440,GA,int_nbr_both_dc_everyday,50000,4,10,uniform_crossover,tournament_select,200,3,0.05,0.01
117,30408,GA,int_nbr_both_dc_everyday,50000,4,10,uniform_crossover,tournament_select,200,3,0.05,0.1
118,32564,GA,int_nbr_both_dc_everyday,50000,4,10,uniform_crossover,tournament_select,200,5,0.05,0.01
119,29848,GA,int_nbr_both_dc_everyday,50000,4,10,uniform_crossover,tournament_select,200,5,0.05,0.1
120,32493,GA,int_nbr_everything,50000,0,5,uniform_crossover,tournament_select,200,3,0.05,0.01
121,28704,GA,int_nbr_everything,50000,0,5,uniform_crossover,tournament_select,200,3,0.05,0.1
122,32318,GA,int_nbr_everything,50000,0,5,uniform_crossover,tournament_select,200,5,0.05,0.01
123,27876,GA,int_nbr_everything,50000,0,5,uniform_crossover,tournament_select,200,5,0.05,0.1
124,32209,GA,int_nbr_everything,50000,0,10,uniform_crossover,tournament_select,200,3,0.05,0.01
125,29476,GA,int_nbr_everything,50000,0,10,uniform_crossover,tournament_select,200,3,0.05,0.1
126,32300,GA,int_nbr_everything,50000,0,10,uniform_crossover,tournament_select,200,5,0.05,0.01
127,27544,GA,int_nbr_everything,50000,0,10,uniform_crossover,tournament_select,200,5,0.05,0.1
128,32229,GA,int_nbr_everything,50000,1,5,uniform_crossover,tournament_select,200,3,0.05,0.01
129,28971,GA,int_nbr_everything,50000,1,5,uniform_crossover,tournament_select,200,3,0.05,0.1
130,32362,GA,int_nbr_everything,50000,1,5,uniform_crossover,tournament_select,200,5,0.05,0.01
131,27882,GA,int_nbr_everything,50000,1,5,uniform_crossover,tournament_select,200,5,0.05,0.1
132,32477,GA,int_nbr_everything,50000,1,10,uniform_crossover,tournament_select,200,3,0.05,0.01
133,29067,GA,int_nbr_everything,50000,1,10,uniform_crossover,tournament_select,200,3,0.05,0.1
134,32389,GA,int_nbr_everything,50000,1,10,uniform_crossover,tournament_select,200,5,0.05,0.01
135,28027,GA,int_nbr_everything,50000,1,10,uniform_crossover,tournament_select,200,5,0.05,0.1
136,32517,GA,int_nbr_everything,50000,2,5,uniform_crossover,tournament_select,200,3,0.05,0.01
137,29083,GA,int_nbr_everything,50000,2,5,uniform_crossover,tournament_select,200,3,0.05,0.1
138,32242,GA,int_nbr_everything,50000,2,5,uniform_crossover,tournament_select,200,5,0.05,0.01
139,28743,GA,int_nbr_everything,50000,2,5,uniform_crossover,tournament_select,200,5,0.05,0.1
140,32368,GA,int_nbr_everything,50000,2,10,uniform_crossover,tournament_select,200,3,0.05,0.01
141,29389,GA,int_nbr_everything,50000,2,10,uniform_crossover,tournament_select,200,3,0.05,0.1
142,32220,GA,int_nbr_everything,50000,2,10,uniform_crossover,tournament_select,200,5,0.05,0.01
143,27646,GA,int_nbr_everything,50000,2,10,uniform_crossover,tournament_select,200,5,0.05,0.1
144,32386,GA,int_nbr_everything,50000,3,5,uniform_crossover,tournament_select,200,3,0.05,0.01
145,29239,GA,int_nbr_everything,50000,3,5,uniform_crossover,tournament_select,200,3,0.05,0.1
146,32344,GA,int_nbr_everything,50000,3,5,uniform_crossover,tournament_select,200,5,0.05,0.01
147,27363,GA,int_nbr_everything,50000,3,5,uniform_crossover,tournament_select,200,5,0.05,0.1
148,32428,GA,int_nbr_everything,50000,3,10,uniform_crossover,tournament_select,200,3,0.05,0.01
149,29440,GA,int_nbr_everything,50000,3,10,uniform_crossover,tournament_select,200,3,0.05,0.1
150,32414,GA,int_nbr_everything,50000,3,10,uniform_crossover,tournament_select,200,5,0.05,0.01
151,28199,GA,int_nbr_everything,50000,3,10,uniform_crossover,tournament_select,200,5,0.05,0.1
152,32309,GA,int_nbr_everything,50000,4,5,uniform_crossover,tournament_select,200,3,0.05,0.01
153,29437,GA,int_nbr_everything,50000,4,5,uniform_crossover,tournament_select,200,3,0.05,0.1
154,32409,GA,int_nbr_everything,50000,4,5,uniform_crossover,tournament_select,200,5,0.05,0.01
155,28930,GA,int_nbr_everything,50000,4,5,uniform_crossover,tournament_select,200,5,0.05,0.1
156,32441,GA,int_nbr_everything,50000,4,10,uniform_crossover,tournament_select,200,3,0.05,0.01
157,29136,GA,int_nbr_everything,50000,4,10,uniform_crossover,tournament_select,200,3,0.05,0.1
158,32333,GA,int_nbr_everything,50000,4,10,uniform_crossover,tournament_select,200,5,0.05,0.01
159,28454,GA,int_nbr_everything,50000,4,10,uniform_crossover,tournament_select,200,5,0.05,0.1
0,32661,GA,int_nbr_every_day,50000,0,5,uniform_crossover,tournament_select,100,3,0.05,0.01
1,32649,GA,int_nbr_every_day,50000,1,5,uniform_crossover,tournament_select,100,3,0.05,0.01
2,32787,GA,int_nbr_every_day,50000,2,5,uniform_crossover,tournament_select,100,3,0.05,0.01
3,32710,GA,int_nbr_every_day,50000,3,5,uniform_crossover,tournament_select,100,3,0.05,0.01
4,32720,GA,int_nbr_every_day,50000,4,5,uniform_crossover,tournament_select,100,3,0.05,0.01
5,29411,GA,int_nbr_one_day,50000,0,5,uniform_crossover,tournament_select,100,3,0.05,0.01
6,29339,GA,int_nbr_one_day,50000,1,5,uniform_crossover,tournament_select,100,3,0.05,0.01
7,29301,GA,int_nbr_one_day,50000,2,5,uniform_crossover,tournament_select,100,3,0.05,0.01
8,29684,GA,int_nbr_one_day,50000,3,5,uniform_crossover,tournament_select,100,3,0.05,0.01
9,29995,GA,int_nbr_one_day,50000,4,5,uniform_crossover,tournament_select,100,3,0.05,0.01
10,32749,GA,int_nbr_both_dc_everyday,50000,0,5,uniform_crossover,tournament_select,100,3,0.05,0.01
11,32603,GA,int_nbr_both_dc_everyday,50000,1,5,uniform_crossover,tournament_select,100,3,0.05,0.01
12,32779,GA,int_nbr_both_dc_everyday,50000,2,5,uniform_crossover,tournament_select,100,3,0.05,0.01
13,32741,GA,int_nbr_both_dc_everyday,50000,3,5,uniform_crossover,tournament_select,100,3,0.05,0.01
14,32573,GA,int_nbr_both_dc_everyday,50000,4,5,uniform_crossover,tournament_select,100,3,0.05,0.01
15,32416,GA,int_nbr_everything,50000,0,5,uniform_crossover,tournament_select,100,3,0.05,0.01
16,32412,GA,int_nbr_everything,50000,1,5,uniform_crossover,tournament_select,100,3,0.05,0.01
17,32094,GA,int_nbr_everything,50000,2,5,uniform_crossover,tournament_select,100,3,0.05,0.01
18,32259,GA,int_nbr_everything,50000,3,5,uniform_crossover,tournament_select,100,3,0.05,0.01
19,32207,GA,int_nbr_everything,50000,4,5,uniform_crossover,tournament_select,100,3,0.05,0.01
