,total_profit,algorithm,nbr_func,its,seed,elitism_enum,crossover,selection,popsize,tsize,pmut,zero_prob
767,25568,GA,int_nbr_one_day,10000,4,50,uniform_crossover,tournament_select,100,25,0.05,0.5
768,20906,GA,int_nbr_one_day,10000,4,100,uniform_crossover,tournament_select,100,5,0.01,0.1
769,18703,GA,int_nbr_one_day,10000,4,100,uniform_crossover,tournament_select,100,5,0.01,0.5
770,21332,GA,int_nbr_one_day,10000,4,100,uniform_crossover,tournament_select,100,10,0.01,0.1
771,22436,GA,int_nbr_one_day,10000,4,100,uniform_crossover,tournament_select,100,10,0.01,0.5
772,19913,GA,int_nbr_one_day,10000,4,100,uniform_crossover,tournament_select,100,25,0.01,0.1
773,20290,GA,int_nbr_one_day,10000,4,100,uniform_crossover,tournament_select,100,25,0.01,0.5
774,18997,GA,int_nbr_one_day,10000,4,100,uniform_crossover,tournament_select,100,5,0.05,0.1
775,21034,GA,int_nbr_one_day,10000,4,100,uniform_crossover,tournament_select,100,5,0.05,0.5
776,22763,GA,int_nbr_one_day,10000,4,100,uniform_crossover,tournament_select,100,10,0.05,0.1
777,22799,GA,int_nbr_one_day,10000,4,100,uniform_crossover,tournament_select,100,10,0.05,0.5
778,21034,GA,int_nbr_one_day,10000,4,100,uniform_crossover,tournament_select,100,25,0.05,0.1
779,23104,GA,int_nbr_one_day,10000,4,100,uniform_crossover,tournament_select,100,25,0.05,0.5
780,27173,GA,int_nbr_one_day,10000,4,5,uniform_crossover,tournament_select,200,5,0.01,0.1
781,27086,GA,int_nbr_one_day,10000,4,5,uniform_crossover,tournament_select,200,5,0.01,0.5
782,26811,GA,int_nbr_one_day,10000,4,5,uniform_crossover,tournament_select,200,10,0.01,0.1
783,26878,GA,int_nbr_one_day,10000,4,5,uniform_crossover,tournament_select,200,10,0.01,0.5
784,26237,GA,int_nbr_one_day,10000,4,5,uniform_crossover,tournament_select,200,25,0.01,0.1
785,26237,GA,int_nbr_one_day,10000,4,5,uniform_crossover,tournament_select,200,25,0.01,0.5
786,27502,GA,int_nbr_one_day,10000,4,5,uniform_crossover,tournament_select,200,5,0.05,0.1
787,27392,GA,int_nbr_one_day,10000,4,5,uniform_crossover,tournament_select,200,5,0.05,0.5
788,26631,GA,int_nbr_one_day,10000,4,5,uniform_crossover,tournament_select,200,10,0.05,0.1
789,26648,GA,int_nbr_one_day,10000,4,5,uniform_crossover,tournament_select,200,10,0.05,0.5
790,26915,GA,int_nbr_one_day,10000,4,5,uniform_crossover,tournament_select,200,25,0.05,0.1
791,26754,GA,int_nbr_one_day,10000,4,5,uniform_crossover,tournament_select,200,25,0.05,0.5
792,27433,GA,int_nbr_one_day,10000,4,10,uniform_crossover,tournament_select,200,5,0.01,0.1
793,27391,GA,int_nbr_one_day,10000,4,10,uniform_crossover,tournament_select,200,5,0.01,0.5
794,26573,GA,int_nbr_one_day,10000,4,10,uniform_crossover,tournament_select,200,10,0.01,0.1
795,26573,GA,int_nbr_one_day,10000,4,10,uniform_crossover,tournament_select,200,10,0.01,0.5
796,25792,GA,int_nbr_one_day,10000,4,10,uniform_crossover,tournament_select,200,25,0.01,0.1
797,25838,GA,int_nbr_one_day,10000,4,10,uniform_crossover,tournament_select,200,25,0.01,0.5
798,27541,GA,int_nbr_one_day,10000,4,10,uniform_crossover,tournament_select,200,5,0.05,0.1
799,27753,GA,int_nbr_one_day,10000,4,10,uniform_crossover,tournament_select,200,5,0.05,0.5
800,26864,GA,int_nbr_one_day,10000,4,10,uniform_crossover,tournament_select,200,10,0.05,0.1
801,27015,GA,int_nbr_one_day,10000,4,10,uniform_crossover,tournament_select,200,10,0.05,0.5
802,26495,GA,int_nbr_one_day,10000,4,10,uniform_crossover,tournament_select,200,25,0.05,0.1
803,26504,GA,int_nbr_one_day,10000,4,10,uniform_crossover,tournament_select,200,25,0.05,0.5
804,27549,GA,int_nbr_one_day,10000,4,25,uniform_crossover,tournament_select,200,5,0.01,0.1
805,27535,GA,int_nbr_one_day,10000,4,25,uniform_crossover,tournament_select,200,5,0.01,0.5
806,26535,GA,int_nbr_one_day,10000,4,25,uniform_crossover,tournament_select,200,10,0.01,0.1
807,26545,GA,int_nbr_one_day,10000,4,25,uniform_crossover,tournament_select,200,10,0.01,0.5
808,26587,GA,int_nbr_one_day,10000,4,25,uniform_crossover,tournament_select,200,25,0.01,0.1
809,26593,GA,int_nbr_one_day,10000,4,25,uniform_crossover,tournament_select,200,25,0.01,0.5
810,27197,GA,int_nbr_one_day,10000,4,25,uniform_crossover,tournament_select,200,5,0.05,0.1
811,27302,GA,int_nbr_one_day,10000,4,25,uniform_crossover,tournament_select,200,5,0.05,0.5
812,27152,GA,int_nbr_one_day,10000,4,25,uniform_crossover,tournament_select,200,10,0.05,0.1
813,26840,GA,int_nbr_one_day,10000,4,25,uniform_crossover,tournament_select,200,10,0.05,0.5
814,26234,GA,int_nbr_one_day,10000,4,25,uniform_crossover,tournament_select,200,25,0.05,0.1
815,26220,GA,int_nbr_one_day,10000,4,25,uniform_crossover,tournament_select,200,25,0.05,0.5
816,27591,GA,int_nbr_one_day,10000,4,50,uniform_crossover,tournament_select,200,5,0.01,0.1
817,27615,GA,int_nbr_one_day,10000,4,50,uniform_crossover,tournament_select,200,5,0.01,0.5
818,26950,GA,int_nbr_one_day,10000,4,50,uniform_crossover,tournament_select,200,10,0.01,0.1
819,26982,GA,int_nbr_one_day,10000,4,50,uniform_crossover,tournament_select,200,10,0.01,0.5
820,24959,GA,int_nbr_one_day,10000,4,50,uniform_crossover,tournament_select,200,25,0.01,0.1
821,24959,GA,int_nbr_one_day,10000,4,50,uniform_crossover,tournament_select,200,25,0.01,0.5
822,27417,GA,int_nbr_one_day,10000,4,50,uniform_crossover,tournament_select,200,5,0.05,0.1
823,27061,GA,int_nbr_one_day,10000,4,50,uniform_crossover,tournament_select,200,5,0.05,0.5
824,26872,GA,int_nbr_one_day,10000,4,50,uniform_crossover,tournament_select,200,10,0.05,0.1
825,26871,GA,int_nbr_one_day,10000,4,50,uniform_crossover,tournament_select,200,10,0.05,0.5
826,26243,GA,int_nbr_one_day,10000,4,50,uniform_crossover,tournament_select,200,25,0.05,0.1
827,26473,GA,int_nbr_one_day,10000,4,50,uniform_crossover,tournament_select,200,25,0.05,0.5
828,26909,GA,int_nbr_one_day,10000,4,100,uniform_crossover,tournament_select,200,5,0.01,0.1
829,27022,GA,int_nbr_one_day,10000,4,100,uniform_crossover,tournament_select,200,5,0.01,0.5
830,26598,GA,int_nbr_one_day,10000,4,100,uniform_crossover,tournament_select,200,10,0.01,0.1
831,26598,GA,int_nbr_one_day,10000,4,100,uniform_crossover,tournament_select,200,10,0.01,0.5
832,25556,GA,int_nbr_one_day,10000,4,100,uniform_crossover,tournament_select,200,25,0.01,0.1
833,25563,GA,int_nbr_one_day,10000,4,100,uniform_crossover,tournament_select,200,25,0.01,0.5
834,26764,GA,int_nbr_one_day,10000,4,100,uniform_crossover,tournament_select,200,5,0.05,0.1
835,26804,GA,int_nbr_one_day,10000,4,100,uniform_crossover,tournament_select,200,5,0.05,0.5
836,26764,GA,int_nbr_one_day,10000,4,100,uniform_crossover,tournament_select,200,10,0.05,0.1
837,26668,GA,int_nbr_one_day,10000,4,100,uniform_crossover,tournament_select,200,10,0.05,0.5
838,25264,GA,int_nbr_one_day,10000,4,100,uniform_crossover,tournament_select,200,25,0.05,0.1
839,25848,GA,int_nbr_one_day,10000,4,100,uniform_crossover,tournament_select,200,25,0.05,0.5
840,26959,GA,int_nbr_one_day,10000,4,5,uniform_crossover,tournament_select,500,5,0.01,0.1
841,26956,GA,int_nbr_one_day,10000,4,5,uniform_crossover,tournament_select,500,5,0.01,0.5
842,27962,GA,int_nbr_one_day,10000,4,5,uniform_crossover,tournament_select,500,10,0.01,0.1
843,27983,GA,int_nbr_one_day,10000,4,5,uniform_crossover,tournament_select,500,10,0.01,0.5
844,27038,GA,int_nbr_one_day,10000,4,5,uniform_crossover,tournament_select,500,25,0.01,0.1
845,27038,GA,int_nbr_one_day,10000,4,5,uniform_crossover,tournament_select,500,25,0.01,0.5
846,27187,GA,int_nbr_one_day,10000,4,5,uniform_crossover,tournament_select,500,5,0.05,0.1
847,26891,GA,int_nbr_one_day,10000,4,5,uniform_crossover,tournament_select,500,5,0.05,0.5
848,27692,GA,int_nbr_one_day,10000,4,5,uniform_crossover,tournament_select,500,10,0.05,0.1
849,27655,GA,int_nbr_one_day,10000,4,5,uniform_crossover,tournament_select,500,10,0.05,0.5
850,27998,GA,int_nbr_one_day,10000,4,5,uniform_crossover,tournament_select,500,25,0.05,0.1
851,27781,GA,int_nbr_one_day,10000,4,5,uniform_crossover,tournament_select,500,25,0.05,0.5
852,27221,GA,int_nbr_one_day,10000,4,10,uniform_crossover,tournament_select,500,5,0.01,0.1
853,27227,GA,int_nbr_one_day,10000,4,10,uniform_crossover,tournament_select,500,5,0.01,0.5
854,27445,GA,int_nbr_one_day,10000,4,10,uniform_crossover,tournament_select,500,10,0.01,0.1
855,27425,GA,int_nbr_one_day,10000,4,10,uniform_crossover,tournament_select,500,10,0.01,0.5
856,27518,GA,int_nbr_one_day,10000,4,10,uniform_crossover,tournament_select,500,25,0.01,0.1
857,27564,GA,int_nbr_one_day,10000,4,10,uniform_crossover,tournament_select,500,25,0.01,0.5
858,26865,GA,int_nbr_one_day,10000,4,10,uniform_crossover,tournament_select,500,5,0.05,0.1
859,27100,GA,int_nbr_one_day,10000,4,10,uniform_crossover,tournament_select,500,5,0.05,0.5
860,27347,GA,int_nbr_one_day,10000,4,10,uniform_crossover,tournament_select,500,10,0.05,0.1
861,27302,GA,int_nbr_one_day,10000,4,10,uniform_crossover,tournament_select,500,10,0.05,0.5
862,27769,GA,int_nbr_one_day,10000,4,10,uniform_crossover,tournament_select,500,25,0.05,0.1
863,27777,GA,int_nbr_one_day,10000,4,10,uniform_crossover,tournament_select,500,25,0.05,0.5
864,27051,GA,int_nbr_one_day,10000,4,25,uniform_crossover,tournament_select,500,5,0.01,0.1
865,26749,GA,int_nbr_one_day,10000,4,25,uniform_crossover,tournament_select,500,5,0.01,0.5
866,27686,GA,int_nbr_one_day,10000,4,25,uniform_crossover,tournament_select,500,10,0.01,0.1
867,27521,GA,int_nbr_one_day,10000,4,25,uniform_crossover,tournament_select,500,10,0.01,0.5
868,27022,GA,int_nbr_one_day,10000,4,25,uniform_crossover,tournament_select,500,25,0.01,0.1
869,27022,GA,int_nbr_one_day,10000,4,25,uniform_crossover,tournament_select,500,25,0.01,0.5
870,26903,GA,int_nbr_one_day,10000,4,25,uniform_crossover,tournament_select,500,5,0.05,0.1
871,26939,GA,int_nbr_one_day,10000,4,25,uniform_crossover,tournament_select,500,5,0.05,0.5
872,27602,GA,int_nbr_one_day,10000,4,25,uniform_crossover,tournament_select,500,10,0.05,0.1
873,27718,GA,int_nbr_one_day,10000,4,25,uniform_crossover,tournament_select,500,10,0.05,0.5
874,27673,GA,int_nbr_one_day,10000,4,25,uniform_crossover,tournament_select,500,25,0.05,0.1
875,27433,GA,int_nbr_one_day,10000,4,25,uniform_crossover,tournament_select,500,25,0.05,0.5
876,27098,GA,int_nbr_one_day,10000,4,50,uniform_crossover,tournament_select,500,5,0.01,0.1
877,27246,GA,int_nbr_one_day,10000,4,50,uniform_crossover,tournament_select,500,5,0.01,0.5
878,27245,GA,int_nbr_one_day,10000,4,50,uniform_crossover,tournament_select,500,10,0.01,0.1
879,27495,GA,int_nbr_one_day,10000,4,50,uniform_crossover,tournament_select,500,10,0.01,0.5
880,27528,GA,int_nbr_one_day,10000,4,50,uniform_crossover,tournament_select,500,25,0.01,0.1
881,27528,GA,int_nbr_one_day,10000,4,50,uniform_crossover,tournament_select,500,25,0.01,0.5
882,27306,GA,int_nbr_one_day,10000,4,50,uniform_crossover,tournament_select,500,5,0.05,0.1
883,27196,GA,int_nbr_one_day,10000,4,50,uniform_crossover,tournament_select,500,5,0.05,0.5
884,27495,GA,int_nbr_one_day,10000,4,50,uniform_crossover,tournament_select,500,10,0.05,0.1
885,27823,GA,int_nbr_one_day,10000,4,50,uniform_crossover,tournament_select,500,10,0.05,0.5
886,27217,GA,int_nbr_one_day,10000,4,50,uniform_crossover,tournament_select,500,25,0.05,0.1
887,27385,GA,int_nbr_one_day,10000,4,50,uniform_crossover,tournament_select,500,25,0.05,0.5
888,26700,GA,int_nbr_one_day,10000,4,100,uniform_crossover,tournament_select,500,5,0.01,0.1
889,26710,GA,int_nbr_one_day,10000,4,100,uniform_crossover,tournament_select,500,5,0.01,0.5
890,27563,GA,int_nbr_one_day,10000,4,100,uniform_crossover,tournament_select,500,10,0.01,0.1
891,27437,GA,int_nbr_one_day,10000,4,100,uniform_crossover,tournament_select,500,10,0.01,0.5
892,26820,GA,int_nbr_one_day,10000,4,100,uniform_crossover,tournament_select,500,25,0.01,0.1
893,26820,GA,int_nbr_one_day,10000,4,100,uniform_crossover,tournament_select,500,25,0.01,0.5
894,27042,GA,int_nbr_one_day,10000,4,100,uniform_crossover,tournament_select,500,5,0.05,0.1
895,26566,GA,int_nbr_one_day,10000,4,100,uniform_crossover,tournament_select,500,5,0.05,0.5
896,27297,GA,int_nbr_one_day,10000,4,100,uniform_crossover,tournament_select,500,10,0.05,0.1
897,27010,GA,int_nbr_one_day,10000,4,100,uniform_crossover,tournament_select,500,10,0.05,0.5
898,27367,GA,int_nbr_one_day,10000,4,100,uniform_crossover,tournament_select,500,25,0.05,0.1
899,27394,GA,int_nbr_one_day,10000,4,100,uniform_crossover,tournament_select,500,25,0.05,0.5
900,27081,GA,int_nbr_both_dc_everyday,10000,0,5,uniform_crossover,tournament_select,100,5,0.01,0.1
901,26877,GA,int_nbr_both_dc_everyday,10000,0,5,uniform_crossover,tournament_select,100,5,0.01,0.5
902,25924,GA,int_nbr_both_dc_everyday,10000,0,5,uniform_crossover,tournament_select,100,10,0.01,0.1
903,24857,GA,int_nbr_both_dc_everyday,10000,0,5,uniform_crossover,tournament_select,100,10,0.01,0.5
904,24709,GA,int_nbr_both_dc_everyday,10000,0,5,uniform_crossover,tournament_select,100,25,0.01,0.1
905,24040,GA,int_nbr_both_dc_everyday,10000,0,5,uniform_crossover,tournament_select,100,25,0.01,0.5
906,29942,GA,int_nbr_both_dc_everyday,10000,0,5,uniform_crossover,tournament_select,100,5,0.05,0.1
907,26438,GA,int_nbr_both_dc_everyday,10000,0,5,uniform_crossover,tournament_select,100,5,0.05,0.5
908,28984,GA,int_nbr_both_dc_everyday,10000,0,5,uniform_crossover,tournament_select,100,10,0.05,0.1
909,25328,GA,int_nbr_both_dc_everyday,10000,0,5,uniform_crossover,tournament_select,100,10,0.05,0.5
910,27120,GA,int_nbr_both_dc_everyday,10000,0,5,uniform_crossover,tournament_select,100,25,0.05,0.1
911,24251,GA,int_nbr_both_dc_everyday,10000,0,5,uniform_crossover,tournament_select,100,25,0.05,0.5
912,27142,GA,int_nbr_both_dc_everyday,10000,0,10,uniform_crossover,tournament_select,100,5,0.01,0.1
913,25674,GA,int_nbr_both_dc_everyday,10000,0,10,uniform_crossover,tournament_select,100,5,0.01,0.5
914,26644,GA,int_nbr_both_dc_everyday,10000,0,10,uniform_crossover,tournament_select,100,10,0.01,0.1
915,25614,GA,int_nbr_both_dc_everyday,10000,0,10,uniform_crossover,tournament_select,100,10,0.01,0.5
916,25265,GA,int_nbr_both_dc_everyday,10000,0,10,uniform_crossover,tournament_select,100,25,0.01,0.1
917,24442,GA,int_nbr_both_dc_everyday,10000,0,10,uniform_crossover,tournament_select,100,25,0.01,0.5
918,28479,GA,int_nbr_both_dc_everyday,10000,0,10,uniform_crossover,tournament_select,100,5,0.05,0.1
919,25985,GA,int_nbr_both_dc_everyday,10000,0,10,uniform_crossover,tournament_select,100,5,0.05,0.5
920,28589,GA,int_nbr_both_dc_everyday,10000,0,10,uniform_crossover,tournament_select,100,10,0.05,0.1
921,25756,GA,int_nbr_both_dc_everyday,10000,0,10,uniform_crossover,tournament_select,100,10,0.05,0.5
922,28717,GA,int_nbr_both_dc_everyday,10000,0,10,uniform_crossover,tournament_select,100,25,0.05,0.1
923,25477,GA,int_nbr_both_dc_everyday,10000,0,10,uniform_crossover,tournament_select,100,25,0.05,0.5
924,28009,GA,int_nbr_both_dc_everyday,10000,0,25,uniform_crossover,tournament_select,100,5,0.01,0.1
925,26011,GA,int_nbr_both_dc_everyday,10000,0,25,uniform_crossover,tournament_select,100,5,0.01,0.5
926,26383,GA,int_nbr_both_dc_everyday,10000,0,25,uniform_crossover,tournament_select,100,10,0.01,0.1
927,25191,GA,int_nbr_both_dc_everyday,10000,0,25,uniform_crossover,tournament_select,100,10,0.01,0.5
928,26317,GA,int_nbr_both_dc_everyday,10000,0,25,uniform_crossover,tournament_select,100,25,0.01,0.1
929,24574,GA,int_nbr_both_dc_everyday,10000,0,25,uniform_crossover,tournament_select,100,25,0.01,0.5
930,29217,GA,int_nbr_both_dc_everyday,10000,0,25,uniform_crossover,tournament_select,100,5,0.05,0.1
931,26297,GA,int_nbr_both_dc_everyday,10000,0,25,uniform_crossover,tournament_select,100,5,0.05,0.5
932,27519,GA,int_nbr_both_dc_everyday,10000,0,25,uniform_crossover,tournament_select,100,10,0.05,0.1
933,25600,GA,int_nbr_both_dc_everyday,10000,0,25,uniform_crossover,tournament_select,100,10,0.05,0.5
934,27082,GA,int_nbr_both_dc_everyday,10000,0,25,uniform_crossover,tournament_select,100,25,0.05,0.1
935,25061,GA,int_nbr_both_dc_everyday,10000,0,25,uniform_crossover,tournament_select,100,25,0.05,0.5
936,26842,GA,int_nbr_both_dc_everyday,10000,0,50,uniform_crossover,tournament_select,100,5,0.01,0.1
937,25880,GA,int_nbr_both_dc_everyday,10000,0,50,uniform_crossover,tournament_select,100,5,0.01,0.5
938,25891,GA,int_nbr_both_dc_everyday,10000,0,50,uniform_crossover,tournament_select,100,10,0.01,0.1
939,25197,GA,int_nbr_both_dc_everyday,10000,0,50,uniform_crossover,tournament_select,100,10,0.01,0.5
940,25799,GA,int_nbr_both_dc_everyday,10000,0,50,uniform_crossover,tournament_select,100,25,0.01,0.1
941,23989,GA,int_nbr_both_dc_everyday,10000,0,50,uniform_crossover,tournament_select,100,25,0.01,0.5
942,28573,GA,int_nbr_both_dc_everyday,10000,0,50,uniform_crossover,tournament_select,100,5,0.05,0.1
943,25741,GA,int_nbr_both_dc_everyday,10000,0,50,uniform_crossover,tournament_select,100,5,0.05,0.5
944,28832,GA,int_nbr_both_dc_everyday,10000,0,50,uniform_crossover,tournament_select,100,10,0.05,0.1
945,25412,GA,int_nbr_both_dc_everyday,10000,0,50,uniform_crossover,tournament_select,100,10,0.05,0.5
946,27938,GA,int_nbr_both_dc_everyday,10000,0,50,uniform_crossover,tournament_select,100,25,0.05,0.1
947,23796,GA,int_nbr_both_dc_everyday,10000,0,50,uniform_crossover,tournament_select,100,25,0.05,0.5
948,19937,GA,int_nbr_both_dc_everyday,10000,0,100,uniform_crossover,tournament_select,100,5,0.01,0.1
949,22025,GA,int_nbr_both_dc_everyday,10000,0,100,uniform_crossover,tournament_select,100,5,0.01,0.5
950,22624,GA,int_nbr_both_dc_everyday,10000,0,100,uniform_crossover,tournament_select,100,10,0.01,0.1
951,22103,GA,int_nbr_both_dc_everyday,10000,0,100,uniform_crossover,tournament_select,100,10,0.01,0.5
952,23125,GA,int_nbr_both_dc_everyday,10000,0,100,uniform_crossover,tournament_select,100,25,0.01,0.1
953,22027,GA,int_nbr_both_dc_everyday,10000,0,100,uniform_crossover,tournament_select,100,25,0.01,0.5
954,22044,GA,int_nbr_both_dc_everyday,10000,0,100,uniform_crossover,tournament_select,100,5,0.05,0.1
955,17459,GA,int_nbr_both_dc_everyday,10000,0,100,uniform_crossover,tournament_select,100,5,0.05,0.5
956,22878,GA,int_nbr_both_dc_everyday,10000,0,100,uniform_crossover,tournament_select,100,10,0.05,0.1
957,22076,GA,int_nbr_both_dc_everyday,10000,0,100,uniform_crossover,tournament_select,100,10,0.05,0.5
958,24096,GA,int_nbr_both_dc_everyday,10000,0,100,uniform_crossover,tournament_select,100,25,0.05,0.1
959,21759,GA,int_nbr_both_dc_everyday,10000,0,100,uniform_crossover,tournament_select,100,25,0.05,0.5
960,27630,GA,int_nbr_both_dc_everyday,10000,0,5,uniform_crossover,tournament_select,200,5,0.01,0.1
961,27368,GA,int_nbr_both_dc_everyday,10000,0,5,uniform_crossover,tournament_select,200,5,0.01,0.5
962,27555,GA,int_nbr_both_dc_everyday,10000,0,5,uniform_crossover,tournament_select,200,10,0.01,0.1
963,26667,GA,int_nbr_both_dc_everyday,10000,0,5,uniform_crossover,tournament_select,200,10,0.01,0.5
964,27220,GA,int_nbr_both_dc_everyday,10000,0,5,uniform_crossover,tournament_select,200,25,0.01,0.1
965,26047,GA,int_nbr_both_dc_everyday,10000,0,5,uniform_crossover,tournament_select,200,25,0.01,0.5
966,29103,GA,int_nbr_both_dc_everyday,10000,0,5,uniform_crossover,tournament_select,200,5,0.05,0.1
967,27261,GA,int_nbr_both_dc_everyday,10000,0,5,uniform_crossover,tournament_select,200,5,0.05,0.5
968,28373,GA,int_nbr_both_dc_everyday,10000,0,5,uniform_crossover,tournament_select,200,10,0.05,0.1
969,26395,GA,int_nbr_both_dc_everyday,10000,0,5,uniform_crossover,tournament_select,200,10,0.05,0.5
970,28240,GA,int_nbr_both_dc_everyday,10000,0,5,uniform_crossover,tournament_select,200,25,0.05,0.1
971,24993,GA,int_nbr_both_dc_everyday,10000,0,5,uniform_crossover,tournament_select,200,25,0.05,0.5
972,28085,GA,int_nbr_both_dc_everyday,10000,0,10,uniform_crossover,tournament_select,200,5,0.01,0.1
973,27593,GA,int_nbr_both_dc_everyday,10000,0,10,uniform_crossover,tournament_select,200,5,0.01,0.5
974,27611,GA,int_nbr_both_dc_everyday,10000,0,10,uniform_crossover,tournament_select,200,10,0.01,0.1
975,27222,GA,int_nbr_both_dc_everyday,10000,0,10,uniform_crossover,tournament_select,200,10,0.01,0.5
976,26416,GA,int_nbr_both_dc_everyday,10000,0,10,uniform_crossover,tournament_select,200,25,0.01,0.1
977,25893,GA,int_nbr_both_dc_everyday,10000,0,10,uniform_crossover,tournament_select,200,25,0.01,0.5
978,28976,GA,int_nbr_both_dc_everyday,10000,0,10,uniform_crossover,tournament_select,200,5,0.05,0.1
979,27563,GA,int_nbr_both_dc_everyday,10000,0,10,uniform_crossover,tournament_select,200,5,0.05,0.5
980,28762,GA,int_nbr_both_dc_everyday,10000,0,10,uniform_crossover,tournament_select,200,10,0.05,0.1
981,27115,GA,int_nbr_both_dc_everyday,10000,0,10,uniform_crossover,tournament_select,200,10,0.05,0.5
982,28577,GA,int_nbr_both_dc_everyday,10000,0,10,uniform_crossover,tournament_select,200,25,0.05,0.1
983,25556,GA,int_nbr_both_dc_everyday,10000,0,10,uniform_crossover,tournament_select,200,25,0.05,0.5
984,28440,GA,int_nbr_both_dc_everyday,10000,0,25,uniform_crossover,tournament_select,200,5,0.01,0.1
985,27618,GA,int_nbr_both_dc_everyday,10000,0,25,uniform_crossover,tournament_select,200,5,0.01,0.5
986,27625,GA,int_nbr_both_dc_everyday,10000,0,25,uniform_crossover,tournament_select,200,10,0.01,0.1
987,26673,GA,int_nbr_both_dc_everyday,10000,0,25,uniform_crossover,tournament_select,200,10,0.01,0.5
988,27705,GA,int_nbr_both_dc_everyday,10000,0,25,uniform_crossover,tournament_select,200,25,0.01,0.1
989,25858,GA,int_nbr_both_dc_everyday,10000,0,25,uniform_crossover,tournament_select,200,25,0.01,0.5
990,29416,GA,int_nbr_both_dc_everyday,10000,0,25,uniform_crossover,tournament_select,200,5,0.05,0.1
991,27803,GA,int_nbr_both_dc_everyday,10000,0,25,uniform_crossover,tournament_select,200,5,0.05,0.5
992,27643,GA,int_nbr_both_dc_everyday,10000,0,25,uniform_crossover,tournament_select,200,10,0.05,0.1
993,27225,GA,int_nbr_both_dc_everyday,10000,0,25,uniform_crossover,tournament_select,200,10,0.05,0.5
994,27518,GA,int_nbr_both_dc_everyday,10000,0,25,uniform_crossover,tournament_select,200,25,0.05,0.1
995,26077,GA,int_nbr_both_dc_everyday,10000,0,25,uniform_crossover,tournament_select,200,25,0.05,0.5
996,27870,GA,int_nbr_both_dc_everyday,10000,0,50,uniform_crossover,tournament_select,200,5,0.01,0.1
997,27458,GA,int_nbr_both_dc_everyday,10000,0,50,uniform_crossover,tournament_select,200,5,0.01,0.5
998,27341,GA,int_nbr_both_dc_everyday,10000,0,50,uniform_crossover,tournament_select,200,10,0.01,0.1
999,26715,GA,int_nbr_both_dc_everyday,10000,0,50,uniform_crossover,tournament_select,200,10,0.01,0.5
1000,25987,GA,int_nbr_both_dc_everyday,10000,0,50,uniform_crossover,tournament_select,200,25,0.01,0.1
1001,25767,GA,int_nbr_both_dc_everyday,10000,0,50,uniform_crossover,tournament_select,200,25,0.01,0.5
1002,28212,GA,int_nbr_both_dc_everyday,10000,0,50,uniform_crossover,tournament_select,200,5,0.05,0.1
1003,26951,GA,int_nbr_both_dc_everyday,10000,0,50,uniform_crossover,tournament_select,200,5,0.05,0.5
1004,28025,GA,int_nbr_both_dc_everyday,10000,0,50,uniform_crossover,tournament_select,200,10,0.05,0.1
1005,26718,GA,int_nbr_both_dc_everyday,10000,0,50,uniform_crossover,tournament_select,200,10,0.05,0.5
1006,29083,GA,int_nbr_both_dc_everyday,10000,0,50,uniform_crossover,tournament_select,200,25,0.05,0.1
1007,25311,GA,int_nbr_both_dc_everyday,10000,0,50,uniform_crossover,tournament_select,200,25,0.05,0.5
1008,27553,GA,int_nbr_both_dc_everyday,10000,0,100,uniform_crossover,tournament_select,200,5,0.01,0.1
1009,27192,GA,int_nbr_both_dc_everyday,10000,0,100,uniform_crossover,tournament_select,200,5,0.01,0.5
1010,28277,GA,int_nbr_both_dc_everyday,10000,0,100,uniform_crossover,tournament_select,200,10,0.01,0.1
1011,26838,GA,int_nbr_both_dc_everyday,10000,0,100,uniform_crossover,tournament_select,200,10,0.01,0.5
1012,26586,GA,int_nbr_both_dc_everyday,10000,0,100,uniform_crossover,tournament_select,200,25,0.01,0.1
1013,25716,GA,int_nbr_both_dc_everyday,10000,0,100,uniform_crossover,tournament_select,200,25,0.01,0.5
1014,28097,GA,int_nbr_both_dc_everyday,10000,0,100,uniform_crossover,tournament_select,200,5,0.05,0.1
1015,26481,GA,int_nbr_both_dc_everyday,10000,0,100,uniform_crossover,tournament_select,200,5,0.05,0.5
1016,27771,GA,int_nbr_both_dc_everyday,10000,0,100,uniform_crossover,tournament_select,200,10,0.05,0.1
1017,26605,GA,int_nbr_both_dc_everyday,10000,0,100,uniform_crossover,tournament_select,200,10,0.05,0.5
1018,28154,GA,int_nbr_both_dc_everyday,10000,0,100,uniform_crossover,tournament_select,200,25,0.05,0.1
1019,25445,GA,int_nbr_both_dc_everyday,10000,0,100,uniform_crossover,tournament_select,200,25,0.05,0.5
1020,27194,GA,int_nbr_both_dc_everyday,10000,0,5,uniform_crossover,tournament_select,500,5,0.01,0.1
1021,27086,GA,int_nbr_both_dc_everyday,10000,0,5,uniform_crossover,tournament_select,500,5,0.01,0.5
1022,27147,GA,int_nbr_both_dc_everyday,10000,0,5,uniform_crossover,tournament_select,500,10,0.01,0.1
1023,27020,GA,int_nbr_both_dc_everyday,10000,0,5,uniform_crossover,tournament_select,500,10,0.01,0.5
1024,27805,GA,int_nbr_both_dc_everyday,10000,0,5,uniform_crossover,tournament_select,500,25,0.01,0.1
1025,27799,GA,int_nbr_both_dc_everyday,10000,0,5,uniform_crossover,tournament_select,500,25,0.01,0.5
1026,27584,GA,int_nbr_both_dc_everyday,10000,0,5,uniform_crossover,tournament_select,500,5,0.05,0.1
