,total_profit,algorithm,nbr_func,its,seed,elitism_enum,crossover,selection,popsize,tsize,pmut,zero_prob
1955,27381,GA,int_nbr_everything,10000,0,25,uniform_crossover,tournament_select,500,25,0.05,0.5
1956,26977,GA,int_nbr_everything,10000,0,50,uniform_crossover,tournament_select,500,5,0.01,0.1
1957,26812,GA,int_nbr_everything,10000,0,50,uniform_crossover,tournament_select,500,5,0.01,0.5
1958,27634,GA,int_nbr_everything,10000,0,50,uniform_crossover,tournament_select,500,10,0.01,0.1
1959,27674,GA,int_nbr_everything,10000,0,50,uniform_crossover,tournament_select,500,10,0.01,0.5
1960,27292,GA,int_nbr_everything,10000,0,50,uniform_crossover,tournament_select,500,25,0.01,0.1
1961,27292,GA,int_nbr_everything,10000,0,50,uniform_crossover,tournament_select,500,25,0.01,0.5
1962,27732,GA,int_nbr_everything,10000,0,50,uniform_crossover,tournament_select,500,5,0.05,0.1
1963,26766,GA,int_nbr_everything,10000,0,50,uniform_crossover,tournament_select,500,5,0.05,0.5
1964,28171,GA,int_nbr_everything,10000,0,50,uniform_crossover,tournament_select,500,10,0.05,0.1
1965,27872,GA,int_nbr_everything,10000,0,50,uniform_crossover,tournament_select,500,10,0.05,0.5
1966,28335,GA,int_nbr_everything,10000,0,50,uniform_crossover,tournament_select,500,25,0.05,0.1
1967,27077,GA,int_nbr_everything,10000,0,50,uniform_crossover,tournament_select,500,25,0.05,0.5
1968,27133,GA,int_nbr_everything,10000,0,100,uniform_crossover,tournament_select,500,5,0.01,0.1
1969,26619,GA,int_nbr_everything,10000,0,100,uniform_crossover,tournament_select,500,5,0.01,0.5
1970,27584,GA,int_nbr_everything,10000,0,100,uniform_crossover,tournament_select,500,10,0.01,0.1
1971,27805,GA,int_nbr_everything,10000,0,100,uniform_crossover,tournament_select,500,10,0.01,0.5
1972,27142,GA,int_nbr_everything,10000,0,100,uniform_crossover,tournament_select,500,25,0.01,0.1
1973,27018,GA,int_nbr_everything,10000,0,100,uniform_crossover,tournament_select,500,25,0.01,0.5
1974,27836,GA,int_nbr_everything,10000,0,100,uniform_crossover,tournament_select,500,5,0.05,0.1
1975,26482,GA,int_nbr_everything,10000,0,100,uniform_crossover,tournament_select,500,5,0.05,0.5
1976,27901,GA,int_nbr_everything,10000,0,100,uniform_crossover,tournament_select,500,10,0.05,0.1
1977,27094,GA,int_nbr_everything,10000,0,100,uniform_crossover,tournament_select,500,10,0.05,0.5
1978,28420,GA,int_nbr_everything,10000,0,100,uniform_crossover,tournament_select,500,25,0.05,0.1
1979,27454,GA,int_nbr_everything,10000,0,100,uniform_crossover,tournament_select,500,25,0.05,0.5
1980,26328,GA,int_nbr_everything,10000,1,5,uniform_crossover,tournament_select,100,5,0.01,0.1
1981,26404,GA,int_nbr_everything,10000,1,5,uniform_crossover,tournament_select,100,5,0.01,0.5
1982,25353,GA,int_nbr_everything,10000,1,5,uniform_crossover,tournament_select,100,10,0.01,0.1
1983,25353,GA,int_nbr_everything,10000,1,5,uniform_crossover,tournament_select,100,10,0.01,0.5
1984,24924,GA,int_nbr_everything,10000,1,5,uniform_crossover,tournament_select,100,25,0.01,0.1
1985,24924,GA,int_nbr_everything,10000,1,5,uniform_crossover,tournament_select,100,25,0.01,0.5
1986,26424,GA,int_nbr_everything,10000,1,5,uniform_crossover,tournament_select,100,5,0.05,0.1
1987,25544,GA,int_nbr_everything,10000,1,5,uniform_crossover,tournament_select,100,5,0.05,0.5
1988,25511,GA,int_nbr_everything,10000,1,5,uniform_crossover,tournament_select,100,10,0.05,0.1
1989,25678,GA,int_nbr_everything,10000,1,5,uniform_crossover,tournament_select,100,10,0.05,0.5
1990,27639,GA,int_nbr_everything,10000,1,5,uniform_crossover,tournament_select,100,25,0.05,0.1
1991,24391,GA,int_nbr_everything,10000,1,5,uniform_crossover,tournament_select,100,25,0.05,0.5
1992,26205,GA,int_nbr_everything,10000,1,10,uniform_crossover,tournament_select,100,5,0.01,0.1
1993,26205,GA,int_nbr_everything,10000,1,10,uniform_crossover,tournament_select,100,5,0.01,0.5
1994,24872,GA,int_nbr_everything,10000,1,10,uniform_crossover,tournament_select,100,10,0.01,0.1
1995,24872,GA,int_nbr_everything,10000,1,10,uniform_crossover,tournament_select,100,10,0.01,0.5
1996,24987,GA,int_nbr_everything,10000,1,10,uniform_crossover,tournament_select,100,25,0.01,0.1
1997,24193,GA,int_nbr_everything,10000,1,10,uniform_crossover,tournament_select,100,25,0.01,0.5
1998,26528,GA,int_nbr_everything,10000,1,10,uniform_crossover,tournament_select,100,5,0.05,0.1
1999,26123,GA,int_nbr_everything,10000,1,10,uniform_crossover,tournament_select,100,5,0.05,0.5
2000,26879,GA,int_nbr_everything,10000,1,10,uniform_crossover,tournament_select,100,10,0.05,0.1
2001,25606,GA,int_nbr_everything,10000,1,10,uniform_crossover,tournament_select,100,10,0.05,0.5
2002,25900,GA,int_nbr_everything,10000,1,10,uniform_crossover,tournament_select,100,25,0.05,0.1
2003,24317,GA,int_nbr_everything,10000,1,10,uniform_crossover,tournament_select,100,25,0.05,0.5
2004,25676,GA,int_nbr_everything,10000,1,25,uniform_crossover,tournament_select,100,5,0.01,0.1
2005,25676,GA,int_nbr_everything,10000,1,25,uniform_crossover,tournament_select,100,5,0.01,0.5
2006,25392,GA,int_nbr_everything,10000,1,25,uniform_crossover,tournament_select,100,10,0.01,0.1
2007,25392,GA,int_nbr_everything,10000,1,25,uniform_crossover,tournament_select,100,10,0.01,0.5
2008,24762,GA,int_nbr_everything,10000,1,25,uniform_crossover,tournament_select,100,25,0.01,0.1
2009,24762,GA,int_nbr_everything,10000,1,25,uniform_crossover,tournament_select,100,25,0.01,0.5
2010,26761,GA,int_nbr_everything,10000,1,25,uniform_crossover,tournament_select,100,5,0.05,0.1
2011,26096,GA,int_nbr_everything,10000,1,25,uniform_crossover,tournament_select,100,5,0.05,0.5
2012,25356,GA,int_nbr_everything,10000,1,25,uniform_crossover,tournament_select,100,10,0.05,0.1
2013,25629,GA,int_nbr_everything,10000,1,25,uniform_crossover,tournament_select,100,10,0.05,0.5
2014,25121,GA,int_nbr_everything,10000,1,25,uniform_crossover,tournament_select,100,25,0.05,0.1
2015,23834,GA,int_nbr_everything,10000,1,25,uniform_crossover,tournament_select,100,25,0.05,0.5
2016,25890,GA,int_nbr_everything,10000,1,50,uniform_crossover,tournament_select,100,5,0.01,0.1
2017,25422,GA,int_nbr_everything,10000,1,50,uniform_crossover,tournament_select,100,5,0.01,0.5
2018,24745,GA,int_nbr_everything,10000,1,50,uniform_crossover,tournament_select,100,10,0.01,0.1
2019,24500,GA,int_nbr_everything,10000,1,50,uniform_crossover,tournament_select,100,10,0.01,0.5
2020,25839,GA,int_nbr_everything,10000,1,50,uniform_crossover,tournament_select,100,25,0.01,0.1
2021,24443,GA,int_nbr_everything,10000,1,50,uniform_crossover,tournament_select,100,25,0.01,0.5
2022,27071,GA,int_nbr_everything,10000,1,50,uniform_crossover,tournament_select,100,5,0.05,0.1
2023,26116,GA,int_nbr_everything,10000,1,50,uniform_crossover,tournament_select,100,5,0.05,0.5
2024,24714,GA,int_nbr_everything,10000,1,50,uniform_crossover,tournament_select,100,10,0.05,0.1
2025,25059,GA,int_nbr_everything,10000,1,50,uniform_crossover,tournament_select,100,10,0.05,0.5
2026,25267,GA,int_nbr_everything,10000,1,50,uniform_crossover,tournament_select,100,25,0.05,0.1
2027,24203,GA,int_nbr_everything,10000,1,50,uniform_crossover,tournament_select,100,25,0.05,0.5
2028,21522,GA,int_nbr_everything,10000,1,100,uniform_crossover,tournament_select,100,5,0.01,0.1
2029,20241,GA,int_nbr_everything,10000,1,100,uniform_crossover,tournament_select,100,5,0.01,0.5
2030,22503,GA,int_nbr_everything,10000,1,100,uniform_crossover,tournament_select,100,10,0.01,0.1
2031,19856,GA,int_nbr_everything,10000,1,100,uniform_crossover,tournament_select,100,10,0.01,0.5
2032,23158,GA,int_nbr_everything,10000,1,100,uniform_crossover,tournament_select,100,25,0.01,0.1
2033,22205,GA,int_nbr_everything,10000,1,100,uniform_crossover,tournament_select,100,25,0.01,0.5
2034,21245,GA,int_nbr_everything,10000,1,100,uniform_crossover,tournament_select,100,5,0.05,0.1
2035,15539,GA,int_nbr_everything,10000,1,100,uniform_crossover,tournament_select,100,5,0.05,0.5
2036,22119,GA,int_nbr_everything,10000,1,100,uniform_crossover,tournament_select,100,10,0.05,0.1
2037,19488,GA,int_nbr_everything,10000,1,100,uniform_crossover,tournament_select,100,10,0.05,0.5
2038,22791,GA,int_nbr_everything,10000,1,100,uniform_crossover,tournament_select,100,25,0.05,0.1
2039,19475,GA,int_nbr_everything,10000,1,100,uniform_crossover,tournament_select,100,25,0.05,0.5
2040,27589,GA,int_nbr_everything,10000,1,5,uniform_crossover,tournament_select,200,5,0.01,0.1
2041,26932,GA,int_nbr_everything,10000,1,5,uniform_crossover,tournament_select,200,5,0.01,0.5
2042,26783,GA,int_nbr_everything,10000,1,5,uniform_crossover,tournament_select,200,10,0.01,0.1
2043,26404,GA,int_nbr_everything,10000,1,5,uniform_crossover,tournament_select,200,10,0.01,0.5
2044,25291,GA,int_nbr_everything,10000,1,5,uniform_crossover,tournament_select,200,25,0.01,0.1
2045,25291,GA,int_nbr_everything,10000,1,5,uniform_crossover,tournament_select,200,25,0.01,0.5
2046,27882,GA,int_nbr_everything,10000,1,5,uniform_crossover,tournament_select,200,5,0.05,0.1
2047,26892,GA,int_nbr_everything,10000,1,5,uniform_crossover,tournament_select,200,5,0.05,0.5
2048,27877,GA,int_nbr_everything,10000,1,5,uniform_crossover,tournament_select,200,10,0.05,0.1
2049,26499,GA,int_nbr_everything,10000,1,5,uniform_crossover,tournament_select,200,10,0.05,0.5
2050,26468,GA,int_nbr_everything,10000,1,5,uniform_crossover,tournament_select,200,25,0.05,0.1
2051,25212,GA,int_nbr_everything,10000,1,5,uniform_crossover,tournament_select,200,25,0.05,0.5
2052,27585,GA,int_nbr_everything,10000,1,10,uniform_crossover,tournament_select,200,5,0.01,0.1
2053,27030,GA,int_nbr_everything,10000,1,10,uniform_crossover,tournament_select,200,5,0.01,0.5
2054,27573,GA,int_nbr_everything,10000,1,10,uniform_crossover,tournament_select,200,10,0.01,0.1
2055,26740,GA,int_nbr_everything,10000,1,10,uniform_crossover,tournament_select,200,10,0.01,0.5
2056,25082,GA,int_nbr_everything,10000,1,10,uniform_crossover,tournament_select,200,25,0.01,0.1
2057,25082,GA,int_nbr_everything,10000,1,10,uniform_crossover,tournament_select,200,25,0.01,0.5
2058,28010,GA,int_nbr_everything,10000,1,10,uniform_crossover,tournament_select,200,5,0.05,0.1
2059,27033,GA,int_nbr_everything,10000,1,10,uniform_crossover,tournament_select,200,5,0.05,0.5
2060,27700,GA,int_nbr_everything,10000,1,10,uniform_crossover,tournament_select,200,10,0.05,0.1
2061,26403,GA,int_nbr_everything,10000,1,10,uniform_crossover,tournament_select,200,10,0.05,0.5
2062,26262,GA,int_nbr_everything,10000,1,10,uniform_crossover,tournament_select,200,25,0.05,0.1
2063,24796,GA,int_nbr_everything,10000,1,10,uniform_crossover,tournament_select,200,25,0.05,0.5
2064,27272,GA,int_nbr_everything,10000,1,25,uniform_crossover,tournament_select,200,5,0.01,0.1
2065,27029,GA,int_nbr_everything,10000,1,25,uniform_crossover,tournament_select,200,5,0.01,0.5
2066,26637,GA,int_nbr_everything,10000,1,25,uniform_crossover,tournament_select,200,10,0.01,0.1
2067,26637,GA,int_nbr_everything,10000,1,25,uniform_crossover,tournament_select,200,10,0.01,0.5
2068,26116,GA,int_nbr_everything,10000,1,25,uniform_crossover,tournament_select,200,25,0.01,0.1
2069,26184,GA,int_nbr_everything,10000,1,25,uniform_crossover,tournament_select,200,25,0.01,0.5
2070,29063,GA,int_nbr_everything,10000,1,25,uniform_crossover,tournament_select,200,5,0.05,0.1
2071,27168,GA,int_nbr_everything,10000,1,25,uniform_crossover,tournament_select,200,5,0.05,0.5
2072,27571,GA,int_nbr_everything,10000,1,25,uniform_crossover,tournament_select,200,10,0.05,0.1
2073,26633,GA,int_nbr_everything,10000,1,25,uniform_crossover,tournament_select,200,10,0.05,0.5
2074,26470,GA,int_nbr_everything,10000,1,25,uniform_crossover,tournament_select,200,25,0.05,0.1
2075,26002,GA,int_nbr_everything,10000,1,25,uniform_crossover,tournament_select,200,25,0.05,0.5
2076,28319,GA,int_nbr_everything,10000,1,50,uniform_crossover,tournament_select,200,5,0.01,0.1
2077,27282,GA,int_nbr_everything,10000,1,50,uniform_crossover,tournament_select,200,5,0.01,0.5
2078,26799,GA,int_nbr_everything,10000,1,50,uniform_crossover,tournament_select,200,10,0.01,0.1
2079,26188,GA,int_nbr_everything,10000,1,50,uniform_crossover,tournament_select,200,10,0.01,0.5
2080,25543,GA,int_nbr_everything,10000,1,50,uniform_crossover,tournament_select,200,25,0.01,0.1
2081,25478,GA,int_nbr_everything,10000,1,50,uniform_crossover,tournament_select,200,25,0.01,0.5
2082,28963,GA,int_nbr_everything,10000,1,50,uniform_crossover,tournament_select,200,5,0.05,0.1
2083,26949,GA,int_nbr_everything,10000,1,50,uniform_crossover,tournament_select,200,5,0.05,0.5
2084,28316,GA,int_nbr_everything,10000,1,50,uniform_crossover,tournament_select,200,10,0.05,0.1
2085,26296,GA,int_nbr_everything,10000,1,50,uniform_crossover,tournament_select,200,10,0.05,0.5
2086,26042,GA,int_nbr_everything,10000,1,50,uniform_crossover,tournament_select,200,25,0.05,0.1
2087,25263,GA,int_nbr_everything,10000,1,50,uniform_crossover,tournament_select,200,25,0.05,0.5
2088,27183,GA,int_nbr_everything,10000,1,100,uniform_crossover,tournament_select,200,5,0.01,0.1
2089,26874,GA,int_nbr_everything,10000,1,100,uniform_crossover,tournament_select,200,5,0.01,0.5
2090,27283,GA,int_nbr_everything,10000,1,100,uniform_crossover,tournament_select,200,10,0.01,0.1
2091,26656,GA,int_nbr_everything,10000,1,100,uniform_crossover,tournament_select,200,10,0.01,0.5
2092,25155,GA,int_nbr_everything,10000,1,100,uniform_crossover,tournament_select,200,25,0.01,0.1
2093,25049,GA,int_nbr_everything,10000,1,100,uniform_crossover,tournament_select,200,25,0.01,0.5
2094,27587,GA,int_nbr_everything,10000,1,100,uniform_crossover,tournament_select,200,5,0.05,0.1
2095,26205,GA,int_nbr_everything,10000,1,100,uniform_crossover,tournament_select,200,5,0.05,0.5
2096,27755,GA,int_nbr_everything,10000,1,100,uniform_crossover,tournament_select,200,10,0.05,0.1
2097,25983,GA,int_nbr_everything,10000,1,100,uniform_crossover,tournament_select,200,10,0.05,0.5
2098,25416,GA,int_nbr_everything,10000,1,100,uniform_crossover,tournament_select,200,25,0.05,0.1
2099,24687,GA,int_nbr_everything,10000,1,100,uniform_crossover,tournament_select,200,25,0.05,0.5
2100,27043,GA,int_nbr_everything,10000,1,5,uniform_crossover,tournament_select,500,5,0.01,0.1
2101,26802,GA,int_nbr_everything,10000,1,5,uniform_crossover,tournament_select,500,5,0.01,0.5
2102,27606,GA,int_nbr_everything,10000,1,5,uniform_crossover,tournament_select,500,10,0.01,0.1
2103,27357,GA,int_nbr_everything,10000,1,5,uniform_crossover,tournament_select,500,10,0.01,0.5
2104,27768,GA,int_nbr_everything,10000,1,5,uniform_crossover,tournament_select,500,25,0.01,0.1
2105,26924,GA,int_nbr_everything,10000,1,5,uniform_crossover,tournament_select,500,25,0.01,0.5
2106,27904,GA,int_nbr_everything,10000,1,5,uniform_crossover,tournament_select,500,5,0.05,0.1
2107,27044,GA,int_nbr_everything,10000,1,5,uniform_crossover,tournament_select,500,5,0.05,0.5
2108,28233,GA,int_nbr_everything,10000,1,5,uniform_crossover,tournament_select,500,10,0.05,0.1
2109,27483,GA,int_nbr_everything,10000,1,5,uniform_crossover,tournament_select,500,10,0.05,0.5
2110,27574,GA,int_nbr_everything,10000,1,5,uniform_crossover,tournament_select,500,25,0.05,0.1
2111,27491,GA,int_nbr_everything,10000,1,5,uniform_crossover,tournament_select,500,25,0.05,0.5
2112,27526,GA,int_nbr_everything,10000,1,10,uniform_crossover,tournament_select,500,5,0.01,0.1
2113,27150,GA,int_nbr_everything,10000,1,10,uniform_crossover,tournament_select,500,5,0.01,0.5
2114,27296,GA,int_nbr_everything,10000,1,10,uniform_crossover,tournament_select,500,10,0.01,0.1
2115,27521,GA,int_nbr_everything,10000,1,10,uniform_crossover,tournament_select,500,10,0.01,0.5
2116,27574,GA,int_nbr_everything,10000,1,10,uniform_crossover,tournament_select,500,25,0.01,0.1
2117,27456,GA,int_nbr_everything,10000,1,10,uniform_crossover,tournament_select,500,25,0.01,0.5
2118,27553,GA,int_nbr_everything,10000,1,10,uniform_crossover,tournament_select,500,5,0.05,0.1
2119,27057,GA,int_nbr_everything,10000,1,10,uniform_crossover,tournament_select,500,5,0.05,0.5
2120,28572,GA,int_nbr_everything,10000,1,10,uniform_crossover,tournament_select,500,10,0.05,0.1
2121,27465,GA,int_nbr_everything,10000,1,10,uniform_crossover,tournament_select,500,10,0.05,0.5
2122,28668,GA,int_nbr_everything,10000,1,10,uniform_crossover,tournament_select,500,25,0.05,0.1
2123,27474,GA,int_nbr_everything,10000,1,10,uniform_crossover,tournament_select,500,25,0.05,0.5
2124,27141,GA,int_nbr_everything,10000,1,25,uniform_crossover,tournament_select,500,5,0.01,0.1
2125,27305,GA,int_nbr_everything,10000,1,25,uniform_crossover,tournament_select,500,5,0.01,0.5
2126,28020,GA,int_nbr_everything,10000,1,25,uniform_crossover,tournament_select,500,10,0.01,0.1
2127,27630,GA,int_nbr_everything,10000,1,25,uniform_crossover,tournament_select,500,10,0.01,0.5
2128,27398,GA,int_nbr_everything,10000,1,25,uniform_crossover,tournament_select,500,25,0.01,0.1
2129,27108,GA,int_nbr_everything,10000,1,25,uniform_crossover,tournament_select,500,25,0.01,0.5
2130,27239,GA,int_nbr_everything,10000,1,25,uniform_crossover,tournament_select,500,5,0.05,0.1
2131,26620,GA,int_nbr_everything,10000,1,25,uniform_crossover,tournament_select,500,5,0.05,0.5
2132,27854,GA,int_nbr_everything,10000,1,25,uniform_crossover,tournament_select,500,10,0.05,0.1
2133,27593,GA,int_nbr_everything,10000,1,25,uniform_crossover,tournament_select,500,10,0.05,0.5
2134,27658,GA,int_nbr_everything,10000,1,25,uniform_crossover,tournament_select,500,25,0.05,0.1
2135,27565,GA,int_nbr_everything,10000,1,25,uniform_crossover,tournament_select,500,25,0.05,0.5
2136,27272,GA,int_nbr_everything,10000,1,50,uniform_crossover,tournament_select,500,5,0.01,0.1
2137,26786,GA,int_nbr_everything,10000,1,50,uniform_crossover,tournament_select,500,5,0.01,0.5
2138,27559,GA,int_nbr_everything,10000,1,50,uniform_crossover,tournament_select,500,10,0.01,0.1
2139,26968,GA,int_nbr_everything,10000,1,50,uniform_crossover,tournament_select,500,10,0.01,0.5
2140,27247,GA,int_nbr_everything,10000,1,50,uniform_crossover,tournament_select,500,25,0.01,0.1
2141,27544,GA,int_nbr_everything,10000,1,50,uniform_crossover,tournament_select,500,25,0.01,0.5
2142,27200,GA,int_nbr_everything,10000,1,50,uniform_crossover,tournament_select,500,5,0.05,0.1
2143,26802,GA,int_nbr_everything,10000,1,50,uniform_crossover,tournament_select,500,5,0.05,0.5
2144,27595,GA,int_nbr_everything,10000,1,50,uniform_crossover,tournament_select,500,10,0.05,0.1
2145,27496,GA,int_nbr_everything,10000,1,50,uniform_crossover,tournament_select,500,10,0.05,0.5
2146,27987,GA,int_nbr_everything,10000,1,50,uniform_crossover,tournament_select,500,25,0.05,0.1
2147,26986,GA,int_nbr_everything,10000,1,50,uniform_crossover,tournament_select,500,25,0.05,0.5
2148,26872,GA,int_nbr_everything,10000,1,100,uniform_crossover,tournament_select,500,5,0.01,0.1
2149,26875,GA,int_nbr_everything,10000,1,100,uniform_crossover,tournament_select,500,5,0.01,0.5
2150,27640,GA,int_nbr_everything,10000,1,100,uniform_crossover,tournament_select,500,10,0.01,0.1
2151,27377,GA,int_nbr_everything,10000,1,100,uniform_crossover,tournament_select,500,10,0.01,0.5
2152,27040,GA,int_nbr_everything,10000,1,100,uniform_crossover,tournament_select,500,25,0.01,0.1
2153,27040,GA,int_nbr_everything,10000,1,100,uniform_crossover,tournament_select,500,25,0.01,0.5
2154,27396,GA,int_nbr_everything,10000,1,100,uniform_crossover,tournament_select,500,5,0.05,0.1
2155,26495,GA,int_nbr_everything,10000,1,100,uniform_crossover,tournament_select,500,5,0.05,0.5
2156,28500,GA,int_nbr_everything,10000,1,100,uniform_crossover,tournament_select,500,10,0.05,0.1
2157,27321,GA,int_nbr_everything,10000,1,100,uniform_crossover,tournament_select,500,10,0.05,0.5
2158,28130,GA,int_nbr_everything,10000,1,100,uniform_crossover,tournament_select,500,25,0.05,0.1
2159,26655,GA,int_nbr_everything,10000,1,100,uniform_crossover,tournament_select,500,25,0.05,0.5
2160,26360,GA,int_nbr_everything,10000,2,5,uniform_crossover,tournament_select,100,5,0.01,0.1
2161,25440,GA,int_nbr_everything,10000,2,5,uniform_crossover,tournament_select,100,5,0.01,0.5
2162,26177,GA,int_nbr_everything,10000,2,5,uniform_crossover,tournament_select,100,10,0.01,0.1
2163,25051,GA,int_nbr_everything,10000,2,5,uniform_crossover,tournament_select,100,10,0.01,0.5
2164,25496,GA,int_nbr_everything,10000,2,5,uniform_crossover,tournament_select,100,25,0.01,0.1
2165,24512,GA,int_nbr_everything,10000,2,5,uniform_crossover,tournament_select,100,25,0.01,0.5
2166,27512,GA,int_nbr_everything,10000,2,5,uniform_crossover,tournament_select,100,5,0.05,0.1
2167,25821,GA,int_nbr_everything,10000,2,5,uniform_crossover,tournament_select,100,5,0.05,0.5
2168,25388,GA,int_nbr_everything,10000,2,5,uniform_crossover,tournament_select,100,10,0.05,0.1
2169,25158,GA,int_nbr_everything,10000,2,5,uniform_crossover,tournament_select,100,10,0.05,0.5
2170,25997,GA,int_nbr_everything,10000,2,5,uniform_crossover,tournament_select,100,25,0.05,0.1
2171,24592,GA,int_nbr_everything,10000,2,5,uniform_crossover,tournament_select,100,25,0.05,0.5
2172,25978,GA,int_nbr_everything,10000,2,10,uniform_crossover,tournament_select,100,5,0.01,0.1
2173,26205,GA,int_nbr_everything,10000,2,10,uniform_crossover,tournament_select,100,5,0.01,0.5
2174,25190,GA,int_nbr_everything,10000,2,10,uniform_crossover,tournament_select,100,10,0.01,0.1
2175,25190,GA,int_nbr_everything,10000,2,10,uniform_crossover,tournament_select,100,10,0.01,0.5
2176,23896,GA,int_nbr_everything,10000,2,10,uniform_crossover,tournament_select,100,25,0.01,0.1
2177,23896,GA,int_nbr_everything,10000,2,10,uniform_crossover,tournament_select,100,25,0.01,0.5
2178,26736,GA,int_nbr_everything,10000,2,10,uniform_crossover,tournament_select,100,5,0.05,0.1
2179,26038,GA,int_nbr_everything,10000,2,10,uniform_crossover,tournament_select,100,5,0.05,0.5
2180,26867,GA,int_nbr_everything,10000,2,10,uniform_crossover,tournament_select,100,10,0.05,0.1
2181,25266,GA,int_nbr_everything,10000,2,10,uniform_crossover,tournament_select,100,10,0.05,0.5
2182,24915,GA,int_nbr_everything,10000,2,10,uniform_crossover,tournament_select,100,25,0.05,0.1
2183,24065,GA,int_nbr_everything,10000,2,10,uniform_crossover,tournament_select,100,25,0.05,0.5
2184,26605,GA,int_nbr_everything,10000,2,25,uniform_crossover,tournament_select,100,5,0.01,0.1
2185,25007,GA,int_nbr_everything,10000,2,25,uniform_crossover,tournament_select,100,5,0.01,0.5
2186,24706,GA,int_nbr_everything,10000,2,25,uniform_crossover,tournament_select,100,10,0.01,0.1
2187,24706,GA,int_nbr_everything,10000,2,25,uniform_crossover,tournament_select,100,10,0.01,0.5
2188,23871,GA,int_nbr_everything,10000,2,25,uniform_crossover,tournament_select,100,25,0.01,0.1
2189,23871,GA,int_nbr_everything,10000,2,25,uniform_crossover,tournament_select,100,25,0.01,0.5
2190,26850,GA,int_nbr_everything,10000,2,25,uniform_crossover,tournament_select,100,5,0.05,0.1
2191,26065,GA,int_nbr_everything,10000,2,25,uniform_crossover,tournament_select,100,5,0.05,0.5
2192,25857,GA,int_nbr_everything,10000,2,25,uniform_crossover,tournament_select,100,10,0.05,0.1
2193,25251,GA,int_nbr_everything,10000,2,25,uniform_crossover,tournament_select,100,10,0.05,0.5
2194,23744,GA,int_nbr_everything,10000,2,25,uniform_crossover,tournament_select,100,25,0.05,0.1
2195,23300,GA,int_nbr_everything,10000,2,25,uniform_crossover,tournament_select,100,25,0.05,0.5
2196,26179,GA,int_nbr_everything,10000,2,50,uniform_crossover,tournament_select,100,5,0.01,0.1
2197,25461,GA,int_nbr_everything,10000,2,50,uniform_crossover,tournament_select,100,5,0.01,0.5
2198,25659,GA,int_nbr_everything,10000,2,50,uniform_crossover,tournament_select,100,10,0.01,0.1
2199,24884,GA,int_nbr_everything,10000,2,50,uniform_crossover,tournament_select,100,10,0.01,0.5
2200,24205,GA,int_nbr_everything,10000,2,50,uniform_crossover,tournament_select,100,25,0.01,0.1
2201,24205,GA,int_nbr_everything,10000,2,50,uniform_crossover,tournament_select,100,25,0.01,0.5
2202,26826,GA,int_nbr_everything,10000,2,50,uniform_crossover,tournament_select,100,5,0.05,0.1
2203,25327,GA,int_nbr_everything,10000,2,50,uniform_crossover,tournament_select,100,5,0.05,0.5
2204,25536,GA,int_nbr_everything,10000,2,50,uniform_crossover,tournament_select,100,10,0.05,0.1
2205,24639,GA,int_nbr_everything,10000,2,50,uniform_crossover,tournament_select,100,10,0.05,0.5
2206,23608,GA,int_nbr_everything,10000,2,50,uniform_crossover,tournament_select,100,25,0.05,0.1
2207,23961,GA,int_nbr_everything,10000,2,50,uniform_crossover,tournament_select,100,25,0.05,0.5
2208,22426,GA,int_nbr_everything,10000,2,100,uniform_crossover,tournament_select,100,5,0.01,0.1
2209,20185,GA,int_nbr_everything,10000,2,100,uniform_crossover,tournament_select,100,5,0.01,0.5
2210,23454,GA,int_nbr_everything,10000,2,100,uniform_crossover,tournament_select,100,10,0.01,0.1
2211,23089,GA,int_nbr_everything,10000,2,100,uniform_crossover,tournament_select,100,10,0.01,0.5
2212,22418,GA,int_nbr_everything,10000,2,100,uniform_crossover,tournament_select,100,25,0.01,0.1
2213,16575,GA,int_nbr_everything,10000,2,100,uniform_crossover,tournament_select,100,25,0.01,0.5
2214,20627,GA,int_nbr_everything,10000,2,100,uniform_crossover,tournament_select,100,5,0.05,0.1
2215,19739,GA,int_nbr_everything,10000,2,100,uniform_crossover,tournament_select,100,5,0.05,0.5
2216,23150,GA,int_nbr_everything,10000,2,100,uniform_crossover,tournament_select,100,10,0.05,0.1
2217,21036,GA,int_nbr_everything,10000,2,100,uniform_crossover,tournament_select,100,10,0.05,0.5
2218,19861,GA,int_nbr_everything,10000,2,100,uniform_crossover,tournament_select,100,25,0.05,0.1
2219,20953,GA,int_nbr_everything,10000,2,100,uniform_crossover,tournament_select,100,25,0.05,0.5
2220,27854,GA,int_nbr_everything,10000,2,5,uniform_crossover,tournament_select,200,5,0.01,0.1
2221,27375,GA,int_nbr_everything,10000,2,5,uniform_crossover,tournament_select,200,5,0.01,0.5
2222,27068,GA,int_nbr_everything,10000,2,5,uniform_crossover,tournament_select,200,10,0.01,0.1
2223,26760,GA,int_nbr_everything,10000,2,5,uniform_crossover,tournament_select,200,10,0.01,0.5
2224,25368,GA,int_nbr_everything,10000,2,5,uniform_crossover,tournament_select,200,25,0.01,0.1
2225,25368,GA,int_nbr_everything,10000,2,5,uniform_crossover,tournament_select,200,25,0.01,0.5
2226,28743,GA,int_nbr_everything,10000,2,5,uniform_crossover,tournament_select,200,5,0.05,0.1
2227,27232,GA,int_nbr_everything,10000,2,5,uniform_crossover,tournament_select,200,5,0.05,0.5
